bus_factor.Time,bus_factor,bus_factor.name
2018-09-01,99.0,kubernetes_minikube
2018-09-01,23.0,kubernetes_testinfra
2018-09-01,78.0,kubernetes_website
2018-09-01,14.0,kubevirt_kubevirt
2018-09-01,126.0,laravel_framework
2018-09-01,7.0,leanprovercommunity_mathlib
2018-09-01,19.0,macports_macportsports
2018-09-01,379.0,magento_magento2
2018-09-01,94.0,MarlinFirmware_Marlin
2018-09-01,190.0,mastodon_mastodon
2018-09-01,34.0,matplotlib_matplotlib
2018-09-01,16.0,matrixorg_synapse
2018-09-01,9.0,mattermost_mattermostwebapp
2018-09-01,107.0,metabase_metabase
2018-09-01,127.0,MetaMask_ethphishingdetect
2018-09-01,122.0,MetaMask_metamaskextension
2018-09-01,97.0,microsoft_azuredatastudio
2018-09-01,35.0,microsoft_fluentui
2018-09-01,21.0,microsoft_terminal
2018-09-01,322.0,microsoft_TypeScript
2018-09-01,131.0,microsoft_vcpkg
2018-09-01,1501.0,microsoft_vscode
2018-09-01,96.0,microsoft_WSL
2018-09-01,1272.0,MicrosoftDocs_azuredocs
2018-09-01,9.0,MicrosoftDocs_microsoft365docs
2018-09-01,8.0,MicrosoftDocs_msteamsdocs
2018-09-01,21.0,microsoftgraph_microsoftgraphdocs
2018-09-01,11.0,mlflow_mlflow
2018-09-01,2.0,mozillamobile_fenix
2018-09-01,25.0,mrdoob_three.js
2018-09-01,230.0,mui_materialui
2018-09-01,31.0,neovim_neovim
2018-09-01,54.0,nextcloud_desktop
2018-09-01,265.0,nextcloud_server
2018-09-01,140.0,NixOS_nixpkgs
2018-09-01,76.0,nodejs_node
2018-09-01,13.0,nrwl_nx
2018-09-01,13.0,obsproject_obsstudio
2018-09-01,82.0,odoo_odoo
2018-09-01,1.0,openmmlab_mmdetection
2018-09-01,31.0,OpenAPITools_openapigenerator
2018-09-01,66.0,opencv_opencv
2018-09-01,21.0,openhab_openhabaddons
2018-09-01,53.0,openjournals_jossreviews
2018-09-01,27.0,openshift_openshiftdocs
2018-09-01,10.0,openshift_release
2018-09-01,35.0,openssl_openssl
2018-09-01,39.0,openwrt_openwrt
2018-09-01,17.0,oppia_oppia
2018-09-01,23.0,PaddlePaddle_Paddle
2018-09-01,59.0,pandasdev_pandas
2018-09-01,11.0,php_phpsrc
2018-09-01,19.0,pingcap_tidb
2018-09-01,137.0,postmanlabs_postmanappsupport
2018-09-01,55.0,PowerShell_PowerShell
2018-09-01,42.0,ppy_osu
2018-09-01,50.0,PrestaShop_PrestaShop
2018-09-01,113.0,prusa3d_PrusaSlicer
2018-09-01,56.0,python_cpython
2018-09-01,93.0,pytorch_pytorch
2018-09-01,193.0,qbittorrent_qBittorrent
2018-09-01,16.0,qgis_QGIS
2018-09-01,49.0,qmk_qmk_firmware
2018-09-01,104.0,rails_rails
2018-09-01,62.0,rancher_rancher
2018-09-01,26.0,rapid7_metasploitframework
2018-09-01,11.0,rayproject_ray
2018-09-01,81.0,redis_redis
2018-09-01,11.0,Regalis11_Barotrauma
2018-09-01,6.0,renovatebot_renovate
2018-09-01,221.0,RocketChat_Rocket.Chat
2018-09-01,56.0,RPCS3_rpcs3
2018-09-01,78.0,rstudio_rstudio
2018-09-01,102.0,rustlang_rust
2018-09-01,48.0,scikitlearn_scikitlearn
2018-09-01,24.0,scipy_scipy
2018-09-01,4.0,solanalabs_solana
2018-09-01,16.0,sourcegraph_sourcegraph
2018-09-01,47.0,spack_spack
2018-09-01,128.0,spyderide_spyder
2018-09-01,138.0,storybookjs_storybook
2018-09-01,54.0,strapi_strapi
2018-09-01,120.0,symfony_symfony
2018-09-01,66.0,systemd_systemd
2018-09-01,41.0,tachiyomiorg_tachiyomi
2018-09-01,12.0,tachiyomiorg_tachiyomiextensions
2018-09-01,130.0,TeamNewPipe_NewPipe
2018-09-01,669.0,tensorflow_tensorflow
2018-09-01,77.0,termux_termuxpackages
2018-09-01,63.0,tgstation_tgstation
2018-09-01,41.0,uBlockOrigin_uAssets
2018-09-01,36.0,Ultimaker_Cura
2018-09-01,468.0,ValveSoftware_Proton
2018-09-01,213.0,vercel_next.js
2018-09-01,28.0,voidlinux_voidpackages
2018-09-01,22.0,webcompat_webbugs
2018-09-01,164.0,woocommerce_woocommerce
2018-09-01,135.0,WordPress_gutenberg
2018-09-01,32.0,xamarin_xamarinmacios
2018-09-01,15.0,xbmc_xbmc
2018-09-01,9.0,yuzuemu_yuzu
2018-09-01,44.0,zephyrprojectrtos_zephyr
2018-09-01,83.0,zerotomastery_starthereguidelines
2018-09-01,12.0,ziglang_zig
2018-09-01,18.0,zulip_zulip
2018-10-01,19.0,AdguardTeam_AdguardFilters
2018-10-01,21.0,alibaba_nacos
2018-10-01,441.0,angular_angular
2018-10-01,321.0,angular_components
2018-10-01,9.0,ankidroid_AnkiAndroid
2018-10-01,351.0,ansible_ansible
2018-10-01,290.0,antdesign_antdesign
2018-10-01,49.0,apache_airflow
2018-10-01,17.0,apache_arrow
2018-10-01,22.0,apache_beam
2018-10-01,3.0,apache_doris
2018-10-01,20.0,apache_flink
2018-10-01,3.0,apache_hudi
2018-10-01,9.0,apache_pulsar
2018-10-01,21.0,apache_shardingsphere
2018-10-01,28.0,apache_spark
2018-10-01,45.0,apache_superset
2018-10-01,20.0,apache_tvm
2018-10-01,25.0,apple_swift
2018-10-01,31.0,ArduPilot_ardupilot
2018-10-01,5.0,argoproj_argocd
2018-10-01,26.0,Automattic_jetpack
2018-10-01,35.0,Automattic_wpcalypso
2018-10-01,13.0,aws_awscdk
2018-10-01,88.0,awsamplify_amplifycli
2018-10-01,7.0,azerothcore_azerothcorewotlk
2018-10-01,170.0,Azure_azurecli
2018-10-01,72.0,Azure_azurepowershell
2018-10-01,46.0,Azure_azurerestapispecs
2018-10-01,3.0,Azure_azuresdkforjava
2018-10-01,2.0,Azure_azuresdkforjs
2018-10-01,27.0,Azure_azuresdkfornet
2018-10-01,33.0,Azure_azuresdkforpython
2018-10-01,71.0,bioconda_biocondarecipes
2018-10-01,42.0,bitcoin_bitcoin
2018-10-01,7.0,bitnami_charts
2018-10-01,62.0,brave_bravebrowser
2018-10-01,11.0,brave_bravecore
2018-10-01,47.0,ccxt_ccxt
2018-10-01,43.0,ceph_ceph
2018-10-01,6.0,cilium_cilium
2018-10-01,63.0,CleverRaven_CataclysmDDA
2018-10-01,54.0,ClickHouse_ClickHouse
2018-10-01,33.0,cmssw_cmssw
2018-10-01,18.0,cockroachdb_cockroach
2018-10-01,51.0,condaforge_stagedrecipes
2018-10-01,10.0,containers_podman
2018-10-01,114.0,coolsnowwolf_lede
2018-10-01,157.0,cypressio_cypress
2018-10-01,8.0,darktableorg_darktable
2018-10-01,12.0,DataDog_datadogagent
2018-10-01,149.0,dbeaver_dbeaver
2018-10-01,460.0,DefinitelyTyped_DefinitelyTyped
2018-10-01,11.0,demisto_content
2018-10-01,12.0,denoland_deno
2018-10-01,5.0,departmentofveteransaffairs_va.govteam
2018-10-01,147.0,desktop_desktop
2018-10-01,15.0,directus_directus
2018-10-01,122.0,docker_docs
2018-10-01,156.0,dotnet_aspnetcore
2018-10-01,113.0,dotnet_AspNetCore.Docs
2018-10-01,477.0,dotnet_docs
2018-10-01,221.0,dotnet_efcore
2018-10-01,25.0,dotnet_roslyn
2018-10-01,42.0,elastic_elasticsearch
2018-10-01,43.0,elastic_kibana
2018-10-01,270.0,electron_electron
2018-10-01,162.0,elementor_elementor
2018-10-01,27.0,envoyproxy_envoy
2018-10-01,143.0,espressif_espidf
2018-10-01,147.0,expo_expo
2018-10-01,248.0,facebook_react
2018-10-01,560.0,facebook_reactnative
2018-10-01,6.0,firebase_firebaseandroidsdk
2018-10-01,3455.0,firstcontributions_firstcontributions
2018-10-01,26.0,flathub_flathub
2018-10-01,11.0,flutter_engine
2018-10-01,761.0,flutter_flutter
2018-10-01,26.0,flutter_plugins
2018-10-01,326.0,gatsbyjs_gatsby
2018-10-01,41.0,gentoo_gentoo
2018-10-01,16.0,getsentry_sentry
2018-10-01,8.0,github_codeql
2018-10-01,7.0,gitpodio_gitpod
2018-10-01,58.0,gogitea_gitea
2018-10-01,108.0,godotengine_godot
2018-10-01,480.0,golang_go
2018-10-01,36.0,gradle_gradle
2018-10-01,249.0,grafana_grafana
2018-10-01,14.0,gravitational_teleport
2018-10-01,27.0,grpc_grpc
2018-10-01,205.0,hashicorp_terraformprovideraws
2018-10-01,55.0,hashicorp_terraformproviderazurerm
2018-10-01,52.0,hashicorp_vault
2018-10-01,325.0,homeassistant_core
2018-10-01,30.0,homeassistant_frontend
2018-10-01,100.0,homeassistant_homeassistant.io
2018-10-01,266.0,Homebrew_homebrewcask
2018-10-01,198.0,Homebrew_homebrewcore
2018-10-01,51.0,influxdata_telegraf
2018-10-01,59.0,IntelRealSense_librealsense
2018-10-01,54.0,istio_istio
2018-10-01,60.0,JetBrains_swot
2018-10-01,76.0,jitsi_jitsimeet
2018-10-01,290.0,jlord_patchwork
2018-10-01,49.0,joomla_joomlacms
2018-10-01,73.0,JuliaLang_julia
2018-10-01,1.0,JuliaRegistries_General
2018-10-01,50.0,Kaiserreich_Kaiserreich4
2018-10-01,19.0,keycloak_keycloak
2018-10-01,59.0,Koenkk_zigbee2mqtt
2018-10-01,252.0,kubernetes_kubernetes
2018-10-01,81.0,kubernetes_minikube
2018-10-01,21.0,kubernetes_testinfra
2018-10-01,63.0,kubernetes_website
2018-10-01,13.0,kubevirt_kubevirt
2018-10-01,138.0,laravel_framework
2018-10-01,8.0,leanprovercommunity_mathlib
2018-10-01,24.0,macports_macportsports
2018-10-01,177.0,magento_magento2
2018-10-01,100.0,MarlinFirmware_Marlin
2018-10-01,51.0,mastodon_mastodon
2018-10-01,54.0,matplotlib_matplotlib
2018-10-01,14.0,matrixorg_synapse
2018-10-01,11.0,mattermost_mattermostwebapp
2018-10-01,114.0,metabase_metabase
2018-10-01,44.0,MetaMask_ethphishingdetect
2018-10-01,137.0,MetaMask_metamaskextension
2018-10-01,39.0,microsoft_azuredatastudio
2018-10-01,55.0,microsoft_fluentui
2018-10-01,37.0,microsoft_terminal
2018-10-01,411.0,microsoft_TypeScript
2018-10-01,74.0,microsoft_vcpkg
2018-10-01,1824.0,microsoft_vscode
2018-10-01,103.0,microsoft_WSL
2018-10-01,1651.0,MicrosoftDocs_azuredocs
2018-10-01,14.0,MicrosoftDocs_microsoft365docs
2018-10-01,28.0,MicrosoftDocs_msteamsdocs
2018-10-01,35.0,microsoftgraph_microsoftgraphdocs
2018-10-01,13.0,mlflow_mlflow
2018-10-01,1.0,mozillamobile_fenix
2018-10-01,55.0,mrdoob_three.js
2018-10-01,296.0,mui_materialui
2018-10-01,31.0,neovim_neovim
2018-10-01,58.0,nextcloud_desktop
2018-10-01,367.0,nextcloud_server
2018-10-01,169.0,NixOS_nixpkgs
2018-10-01,103.0,nodejs_node
2018-10-01,17.0,nrwl_nx
2018-10-01,20.0,obsproject_obsstudio
2018-10-01,96.0,odoo_odoo
2018-10-01,47.0,openmmlab_mmdetection
2018-10-01,55.0,OpenAPITools_openapigenerator
2018-10-01,61.0,opencv_opencv
2018-10-01,45.0,openhab_openhabaddons
2018-10-01,63.0,openjournals_jossreviews
2018-10-01,26.0,openshift_openshiftdocs
2018-10-01,14.0,openshift_release
2018-10-01,28.0,openssl_openssl
2018-10-01,9.0,openvinotoolkit_openvino
2018-10-01,46.0,openwrt_openwrt
2018-10-01,14.0,oppia_oppia
2018-10-01,24.0,PaddlePaddle_Paddle
2018-10-01,68.0,pandasdev_pandas
2018-10-01,14.0,php_phpsrc
2018-10-01,18.0,pingcap_tidb
2018-10-01,173.0,postmanlabs_postmanappsupport
2018-10-01,43.0,PowerShell_PowerShell
2018-10-01,38.0,ppy_osu
2018-10-01,102.0,PrestaShop_PrestaShop
2018-10-01,110.0,prusa3d_PrusaSlicer
2018-10-01,52.0,python_cpython
2018-10-01,177.0,pytorch_pytorch
2018-10-01,158.0,qbittorrent_qBittorrent
2018-10-01,14.0,qgis_QGIS
2018-10-01,54.0,qmk_qmk_firmware
2018-10-01,107.0,rails_rails
2018-10-01,89.0,rancher_rancher
2018-10-01,54.0,rapid7_metasploitframework
2018-10-01,15.0,rayproject_ray
2018-10-01,89.0,redis_redis
2018-10-01,18.0,Regalis11_Barotrauma
2018-10-01,13.0,renovatebot_renovate
2018-10-01,191.0,RocketChat_Rocket.Chat
2018-10-01,83.0,RPCS3_rpcs3
2018-10-01,107.0,rstudio_rstudio
2018-10-01,119.0,rustlang_rust
2018-10-01,61.0,scikitlearn_scikitlearn
2018-10-01,52.0,scipy_scipy
2018-10-01,5.0,solanalabs_solana
2018-10-01,14.0,sourcegraph_sourcegraph
2018-10-01,41.0,spack_spack
2018-10-01,149.0,spyderide_spyder
2018-10-01,74.0,storybookjs_storybook
2018-10-01,55.0,strapi_strapi
2018-10-01,70.0,symfony_symfony
2018-10-01,87.0,systemd_systemd
2018-10-01,52.0,tachiyomiorg_tachiyomi
2018-10-01,15.0,tachiyomiorg_tachiyomiextensions
2018-10-01,84.0,TeamNewPipe_NewPipe
2018-10-01,776.0,tensorflow_tensorflow
2018-10-01,26.0,termux_termuxpackages
2018-10-01,60.0,tgstation_tgstation
2018-10-01,32.0,uBlockOrigin_uAssets
2018-10-01,208.0,Ultimaker_Cura
2018-10-01,315.0,ValveSoftware_Proton
2018-10-01,198.0,vercel_next.js
2018-10-01,31.0,voidlinux_voidpackages
2018-10-01,141.0,webcompat_webbugs
2018-10-01,223.0,woocommerce_woocommerce
2018-10-01,177.0,WordPress_gutenberg
2018-10-01,14.0,xamarin_xamarinmacios
2018-10-01,26.0,xbmc_xbmc
2018-10-01,8.0,yuzuemu_yuzu
2018-10-01,44.0,zephyrprojectrtos_zephyr
2018-10-01,121.0,zerotomastery_starthereguidelines
2018-10-01,27.0,ziglang_zig
2018-10-01,23.0,zulip_zulip
2018-11-01,19.0,AdguardTeam_AdguardFilters
2018-11-01,22.0,alibaba_nacos
2018-11-01,360.0,angular_angular
2018-11-01,260.0,angular_components
2018-11-01,10.0,ankidroid_AnkiAndroid
2018-11-01,326.0,ansible_ansible
2018-11-01,297.0,antdesign_antdesign
2018-11-01,35.0,apache_airflow
2018-11-01,17.0,apache_arrow
2018-11-01,23.0,apache_beam
2018-11-01,5.0,apache_doris
2018-11-01,19.0,apache_flink
2018-11-01,4.0,apache_hudi
2018-11-01,2.0,apache_iceberg
2018-11-01,11.0,apache_pulsar
2018-11-01,12.0,apache_shardingsphere
2018-11-01,29.0,apache_spark
2018-11-01,44.0,apache_superset
2018-11-01,18.0,apache_tvm
2018-11-01,27.0,apple_swift
2018-11-01,31.0,ArduPilot_ardupilot
2018-11-01,10.0,argoproj_argocd
2018-11-01,27.0,Automattic_jetpack
2018-11-01,53.0,Automattic_wpcalypso
2018-11-01,9.0,aws_awscdk
2018-11-01,71.0,awsamplify_amplifycli
2018-11-01,9.0,azerothcore_azerothcorewotlk
2018-11-01,145.0,Azure_azurecli
2018-11-01,65.0,Azure_azurepowershell
2018-11-01,48.0,Azure_azurerestapispecs
2018-11-01,6.0,Azure_azuresdkforjava
2018-11-01,1.0,Azure_azuresdkforjs
2018-11-01,36.0,Azure_azuresdkfornet
2018-11-01,6.0,Azure_azuresdkforpython
2018-11-01,60.0,bioconda_biocondarecipes
2018-11-01,29.0,bitcoin_bitcoin
2018-11-01,8.0,bitnami_charts
2018-11-01,53.0,brave_bravebrowser
2018-11-01,10.0,brave_bravecore
2018-11-01,38.0,ccxt_ccxt
2018-11-01,51.0,ceph_ceph
2018-11-01,6.0,cilium_cilium
2018-11-01,53.0,CleverRaven_CataclysmDDA
2018-11-01,43.0,ClickHouse_ClickHouse
2018-11-01,27.0,cmssw_cmssw
2018-11-01,23.0,cockroachdb_cockroach
2018-11-01,46.0,condaforge_stagedrecipes
2018-11-01,16.0,containers_podman
2018-11-01,77.0,coolsnowwolf_lede
2018-11-01,161.0,cypressio_cypress
2018-11-01,9.0,darktableorg_darktable
2018-11-01,14.0,DataDog_datadogagent
2018-11-01,158.0,dbeaver_dbeaver
2018-11-01,382.0,DefinitelyTyped_DefinitelyTyped
2018-11-01,13.0,demisto_content
2018-11-01,9.0,denoland_deno
2018-11-01,1.0,departmentofveteransaffairs_va.govteam
2018-11-01,120.0,desktop_desktop
2018-11-01,11.0,directus_directus
2018-11-01,134.0,docker_docs
2018-11-01,72.0,dotnet_aspnetcore
2018-11-01,63.0,dotnet_AspNetCore.Docs
2018-11-01,317.0,dotnet_docs
2018-11-01,171.0,dotnet_efcore
2018-11-01,21.0,dotnet_roslyn
2018-11-01,43.0,elastic_elasticsearch
2018-11-01,49.0,elastic_kibana
2018-11-01,206.0,electron_electron
2018-11-01,215.0,elementor_elementor
2018-11-01,30.0,envoyproxy_envoy
2018-11-01,120.0,espressif_espidf
2018-11-01,185.0,expo_expo
2018-11-01,262.0,facebook_react
2018-11-01,417.0,facebook_reactnative
2018-11-01,8.0,firebase_firebaseandroidsdk
2018-11-01,488.0,firstcontributions_firstcontributions
2018-11-01,14.0,flathub_flathub
2018-11-01,13.0,flutter_engine
2018-11-01,691.0,flutter_flutter
2018-11-01,18.0,flutter_plugins
2018-11-01,220.0,gatsbyjs_gatsby
2018-11-01,30.0,gentoo_gentoo
2018-11-01,14.0,getsentry_sentry
2018-11-01,8.0,github_codeql
2018-11-01,7.0,gitpodio_gitpod
2018-11-01,52.0,gogitea_gitea
2018-11-01,154.0,godotengine_godot
2018-11-01,431.0,golang_go
2018-11-01,50.0,gradle_gradle
2018-11-01,210.0,grafana_grafana
2018-11-01,9.0,gravitational_teleport
2018-11-01,22.0,grpc_grpc
2018-11-01,235.0,hashicorp_terraformprovideraws
2018-11-01,49.0,hashicorp_terraformproviderazurerm
2018-11-01,55.0,hashicorp_vault
2018-11-01,249.0,homeassistant_core
2018-11-01,23.0,homeassistant_frontend
2018-11-01,126.0,homeassistant_homeassistant.io
2018-11-01,236.0,Homebrew_homebrewcask
2018-11-01,143.0,Homebrew_homebrewcore
2018-11-01,54.0,huggingface_transformers
2018-11-01,107.0,influxdata_telegraf
2018-11-01,49.0,IntelRealSense_librealsense
2018-11-01,59.0,istio_istio
2018-11-01,45.0,JetBrains_swot
2018-11-01,19.0,jitsi_jitsimeet
2018-11-01,259.0,jlord_patchwork
2018-11-01,72.0,joomla_joomlacms
2018-11-01,63.0,JuliaLang_julia
2018-11-01,98.0,Kaiserreich_Kaiserreich4
2018-11-01,14.0,keycloak_keycloak
2018-11-01,49.0,Koenkk_zigbee2mqtt
2018-11-01,180.0,kubernetes_kubernetes
2018-11-01,75.0,kubernetes_minikube
2018-11-01,30.0,kubernetes_testinfra
2018-11-01,66.0,kubernetes_website
2018-11-01,16.0,kubevirt_kubevirt
2018-11-01,285.0,laravel_framework
2018-11-01,6.0,leanprovercommunity_mathlib
2018-11-01,1.0,lensapp_lens
2018-11-01,21.0,macports_macportsports
2018-11-01,154.0,magento_magento2
2018-11-01,98.0,MarlinFirmware_Marlin
2018-11-01,109.0,mastodon_mastodon
2018-11-01,36.0,matplotlib_matplotlib
2018-11-01,24.0,matrixorg_synapse
2018-11-01,10.0,mattermost_mattermostwebapp
2018-11-01,146.0,metabase_metabase
2018-11-01,41.0,MetaMask_ethphishingdetect
2018-11-01,127.0,MetaMask_metamaskextension
2018-11-01,92.0,microsoft_azuredatastudio
2018-11-01,39.0,microsoft_fluentui
2018-11-01,26.0,microsoft_terminal
2018-11-01,334.0,microsoft_TypeScript
2018-11-01,174.0,microsoft_vcpkg
2018-11-01,1351.0,microsoft_vscode
2018-11-01,69.0,microsoft_WSL
2018-11-01,1354.0,MicrosoftDocs_azuredocs
2018-11-01,26.0,MicrosoftDocs_microsoft365docs
2018-11-01,31.0,MicrosoftDocs_msteamsdocs
2018-11-01,18.0,microsoftgraph_microsoftgraphdocs
2018-11-01,10.0,mlflow_mlflow
2018-11-01,1.0,mozillamobile_fenix
2018-11-01,38.0,mrdoob_three.js
2018-11-01,212.0,mui_materialui
2018-11-01,29.0,neovim_neovim
2018-11-01,123.0,nextcloud_desktop
2018-11-01,272.0,nextcloud_server
2018-11-01,120.0,NixOS_nixpkgs
2018-11-01,199.0,nodejs_node
2018-11-01,42.0,nrwl_nx
2018-11-01,23.0,obsproject_obsstudio
2018-11-01,66.0,odoo_odoo
2018-11-01,31.0,openmmlab_mmdetection
2018-11-01,57.0,OpenAPITools_openapigenerator
2018-11-01,65.0,opencv_opencv
2018-11-01,35.0,openhab_openhabaddons
2018-11-01,53.0,openjournals_jossreviews
2018-11-01,23.0,openshift_openshiftdocs
2018-11-01,14.0,openshift_release
2018-11-01,21.0,openssl_openssl
2018-11-01,27.0,openvinotoolkit_openvino
2018-11-01,47.0,openwrt_openwrt
2018-11-01,14.0,oppia_oppia
2018-11-01,32.0,PaddlePaddle_Paddle
2018-11-01,61.0,pandasdev_pandas
2018-11-01,18.0,php_phpsrc
2018-11-01,19.0,pingcap_tidb
2018-11-01,143.0,postmanlabs_postmanappsupport
2018-11-01,32.0,PowerShell_PowerShell
2018-11-01,26.0,ppy_osu
2018-11-01,94.0,PrestaShop_PrestaShop
2018-11-01,73.0,prusa3d_PrusaSlicer
2018-11-01,39.0,python_cpython
2018-11-01,167.0,pytorch_pytorch
2018-11-01,151.0,qbittorrent_qBittorrent
2018-11-01,12.0,qgis_QGIS
2018-11-01,52.0,qmk_qmk_firmware
2018-11-01,92.0,rails_rails
2018-11-01,196.0,rancher_rancher
2018-11-01,31.0,rapid7_metasploitframework
2018-11-01,21.0,rayproject_ray
2018-11-01,93.0,redis_redis
2018-11-01,9.0,Regalis11_Barotrauma
2018-11-01,15.0,renovatebot_renovate
2018-11-01,162.0,RocketChat_Rocket.Chat
2018-11-01,42.0,RPCS3_rpcs3
2018-11-01,93.0,rstudio_rstudio
2018-11-01,126.0,rustlang_rust
2018-11-01,45.0,scikitlearn_scikitlearn
2018-11-01,50.0,scipy_scipy
2018-11-01,6.0,solanalabs_solana
2018-11-01,12.0,sourcegraph_sourcegraph
2018-11-01,28.0,spack_spack
2018-11-01,120.0,spyderide_spyder
2018-11-01,180.0,storybookjs_storybook
2018-11-01,143.0,strapi_strapi
2018-11-01,105.0,symfony_symfony
2018-11-01,79.0,systemd_systemd
2018-11-01,63.0,tachiyomiorg_tachiyomi
2018-11-01,42.0,tachiyomiorg_tachiyomiextensions
2018-11-01,60.0,TeamNewPipe_NewPipe
2018-11-01,719.0,tensorflow_tensorflow
2018-11-01,70.0,termux_termuxpackages
2018-11-01,50.0,tgstation_tgstation
2018-11-01,34.0,uBlockOrigin_uAssets
2018-11-01,144.0,Ultimaker_Cura
2018-11-01,258.0,ValveSoftware_Proton
2018-11-01,194.0,vercel_next.js
2018-11-01,45.0,voidlinux_voidpackages
2018-11-01,27.0,webcompat_webbugs
2018-11-01,233.0,woocommerce_woocommerce
2018-11-01,124.0,WordPress_gutenberg
2018-11-01,22.0,xamarin_xamarinmacios
2018-11-01,39.0,xbmc_xbmc
2018-11-01,12.0,yuzuemu_yuzu
2018-11-01,43.0,zephyrprojectrtos_zephyr
2018-11-01,77.0,zerotomastery_starthereguidelines
2018-11-01,11.0,ziglang_zig
2018-11-01,21.0,zulip_zulip
2018-12-01,18.0,AdguardTeam_AdguardFilters
2018-12-01,34.0,alibaba_nacos
2018-12-01,294.0,angular_angular
2018-12-01,201.0,angular_components
2018-12-01,8.0,ankidroid_AnkiAndroid
2018-12-01,285.0,ansible_ansible
2018-12-01,739.0,antdesign_antdesign
2018-12-01,32.0,apache_airflow
2018-12-01,17.0,apache_arrow
2018-12-01,24.0,apache_beam
2018-12-01,5.0,apache_doris
2018-12-01,22.0,apache_flink
2018-12-01,9.0,apache_hudi
2018-12-01,3.0,apache_iceberg
2018-12-01,12.0,apache_pulsar
2018-12-01,28.0,apache_shardingsphere
2018-12-01,25.0,apache_spark
2018-12-01,38.0,apache_superset
2018-12-01,19.0,apache_tvm
2018-12-01,30.0,apple_swift
2018-12-01,20.0,ArduPilot_ardupilot
2018-12-01,4.0,argoproj_argocd
2018-12-01,47.0,Automattic_jetpack
2018-12-01,39.0,Automattic_wpcalypso
2018-12-01,17.0,aws_awscdk
2018-12-01,78.0,awsamplify_amplifycli
2018-12-01,6.0,azerothcore_azerothcorewotlk
2018-12-01,117.0,Azure_azurecli
2018-12-01,53.0,Azure_azurepowershell
2018-12-01,57.0,Azure_azurerestapispecs
2018-12-01,3.0,Azure_azuresdkforjava
2018-12-01,2.0,Azure_azuresdkforjs
2018-12-01,13.0,Azure_azuresdkfornet
2018-12-01,5.0,Azure_azuresdkforpython
2018-12-01,48.0,bioconda_biocondarecipes
2018-12-01,34.0,bitcoin_bitcoin
2018-12-01,7.0,bitnami_charts
2018-12-01,67.0,brave_bravebrowser
2018-12-01,10.0,brave_bravecore
2018-12-01,36.0,ccxt_ccxt
2018-12-01,35.0,ceph_ceph
2018-12-01,7.0,cilium_cilium
2018-12-01,41.0,CleverRaven_CataclysmDDA
2018-12-01,59.0,ClickHouse_ClickHouse
2018-12-01,22.0,cmssw_cmssw
2018-12-01,18.0,cockroachdb_cockroach
2018-12-01,34.0,condaforge_stagedrecipes
2018-12-01,15.0,containers_podman
2018-12-01,86.0,coolsnowwolf_lede
2018-12-01,118.0,cypressio_cypress
2018-12-01,15.0,darktableorg_darktable
2018-12-01,14.0,DataDog_datadogagent
2018-12-01,115.0,dbeaver_dbeaver
2018-12-01,393.0,DefinitelyTyped_DefinitelyTyped
2018-12-01,12.0,demisto_content
2018-12-01,11.0,denoland_deno
2018-12-01,4.0,departmentofveteransaffairs_va.govteam
2018-12-01,112.0,desktop_desktop
2018-12-01,22.0,directus_directus
2018-12-01,161.0,docker_docs
2018-12-01,756.0,dotnet_aspnetcore
2018-12-01,191.0,dotnet_AspNetCore.Docs
2018-12-01,78.0,dotnet_docs
2018-12-01,155.0,dotnet_efcore
2018-12-01,23.0,dotnet_roslyn
2018-12-01,43.0,elastic_elasticsearch
2018-12-01,48.0,elastic_kibana
2018-12-01,200.0,electron_electron
2018-12-01,183.0,elementor_elementor
2018-12-01,25.0,envoyproxy_envoy
2018-12-01,127.0,espressif_espidf
2018-12-01,149.0,expo_expo
2018-12-01,177.0,facebook_react
2018-12-01,356.0,facebook_reactnative
2018-12-01,10.0,firebase_firebaseandroidsdk
2018-12-01,417.0,firstcontributions_firstcontributions
2018-12-01,13.0,flathub_flathub
2018-12-01,8.0,flutter_engine
2018-12-01,788.0,flutter_flutter
2018-12-01,25.0,flutter_plugins
2018-12-01,178.0,gatsbyjs_gatsby
2018-12-01,33.0,gentoo_gentoo
2018-12-01,18.0,getsentry_sentry
2018-12-01,10.0,github_codeql
2018-12-01,22.0,gitpodio_gitpod
2018-12-01,123.0,gogitea_gitea
2018-12-01,161.0,godotengine_godot
2018-12-01,394.0,golang_go
2018-12-01,51.0,gradle_gradle
2018-12-01,220.0,grafana_grafana
2018-12-01,43.0,grafana_loki
2018-12-01,9.0,gravitational_teleport
2018-12-01,23.0,grpc_grpc
2018-12-01,200.0,hashicorp_terraformprovideraws
2018-12-01,33.0,hashicorp_terraformproviderazurerm
2018-12-01,34.0,hashicorp_vault
2018-12-01,272.0,homeassistant_core
2018-12-01,25.0,homeassistant_frontend
2018-12-01,119.0,homeassistant_homeassistant.io
2018-12-01,221.0,Homebrew_homebrewcask
2018-12-01,127.0,Homebrew_homebrewcore
2018-12-01,58.0,huggingface_transformers
2018-12-01,40.0,influxdata_telegraf
2018-12-01,133.0,IntelRealSense_librealsense
2018-12-01,63.0,istio_istio
2018-12-01,38.0,JetBrains_swot
2018-12-01,65.0,jitsi_jitsimeet
2018-12-01,174.0,jlord_patchwork
2018-12-01,38.0,joomla_joomlacms
2018-12-01,44.0,JuliaLang_julia
