issue_comments.Time,issue_comments,issue_comments.name
2015-06-01,98.0,AdguardTeam_AdguardFilters
2015-06-01,2015.0,angular_angular
2015-06-01,101.0,ankidroid_AnkiAndroid
2015-06-01,1202.0,ansible_ansible
2015-06-01,21.0,antdesign_antdesign
2015-06-01,249.0,apache_airflow
2015-06-01,666.0,apache_flink
2015-06-01,15600.0,apache_spark
2015-06-01,499.0,ArduPilot_ardupilot
2015-06-01,542.0,Automattic_jetpack
2015-06-01,371.0,Azure_azurepowershell
2015-06-01,9.0,Azure_azuresdkforjava
2015-06-01,118.0,Azure_azuresdkfornet
2015-06-01,19.0,Azure_azuresdkforpython
2015-06-01,1305.0,bitcoin_bitcoin
2015-06-01,1605.0,ceph_ceph
2015-06-01,1397.0,CleverRaven_CataclysmDDA
2015-06-01,6100.0,cmssw_cmssw
2015-06-01,1145.0,cockroachdb_cockroach
2015-06-01,22.0,cypressio_cypress
2015-06-01,36.0,darktableorg_darktable
2015-06-01,546.0,DefinitelyTyped_DefinitelyTyped
2015-06-01,38.0,directus_directus
2015-06-01,314.0,dotnet_aspnetcore
2015-06-01,114.0,dotnet_AspNetCore.Docs
2015-06-01,15.0,dotnet_docs
2015-06-01,788.0,dotnet_efcore
2015-06-01,2486.0,dotnet_roslyn
2015-06-01,2036.0,elastic_elasticsearch
2015-06-01,880.0,elastic_kibana
2015-06-01,931.0,electron_electron
2015-06-01,1229.0,facebook_react
2015-06-01,1906.0,facebook_reactnative
2015-06-01,9.0,flutter_flutter
2015-06-01,98.0,getsentry_sentry
2015-06-01,563.0,godotengine_godot
2015-06-01,1842.0,golang_go
2015-06-01,11.0,gradle_gradle
2015-06-01,722.0,grafana_grafana
2015-06-01,748.0,grpc_grpc
2015-06-01,322.0,hashicorp_vault
2015-06-01,132.0,homeassistant_core
2015-06-01,5.0,homeassistant_homeassistant.io
2015-06-01,852.0,Homebrew_homebrewcask
2015-06-01,33.0,influxdata_telegraf
2015-06-01,73.0,JetBrains_swot
2015-06-01,56.0,jitsi_jitsimeet
2015-06-01,456.0,jlord_patchwork
2015-06-01,1855.0,joomla_joomlacms
2015-06-01,5282.0,JuliaLang_julia
2015-06-01,48.0,keycloak_keycloak
2015-06-01,11976.0,kubernetes_kubernetes
2015-06-01,1988.0,laravel_framework
2015-06-01,461.0,magento_magento2
2015-06-01,1319.0,MarlinFirmware_Marlin
2015-06-01,626.0,matplotlib_matplotlib
2015-06-01,26.0,matrixorg_synapse
2015-06-01,1782.0,microsoft_TypeScript
2015-06-01,563.0,mrdoob_three.js
2015-06-01,799.0,mui_materialui
2015-06-01,1004.0,neovim_neovim
2015-06-01,1570.0,NixOS_nixpkgs
2015-06-01,2807.0,nodejs_node
2015-06-01,17.0,obsproject_obsstudio
2015-06-01,1071.0,odoo_odoo
2015-06-01,260.0,opencv_opencv
2015-06-01,125.0,openhab_openhabaddons
2015-06-01,641.0,openshift_openshiftdocs
2015-06-01,48.0,openssl_openssl
2015-06-01,1248.0,pandasdev_pandas
2015-06-01,250.0,php_phpsrc
2015-06-01,292.0,postmanlabs_postmanappsupport
2015-06-01,147.0,PrestaShop_PrestaShop
2015-06-01,1692.0,qbittorrent_qBittorrent
2015-06-01,265.0,qgis_QGIS
2015-06-01,7.0,qmk_qmk_firmware
2015-06-01,1662.0,rails_rails
2015-06-01,1100.0,rancher_rancher
2015-06-01,770.0,rapid7_metasploitframework
2015-06-01,135.0,redis_redis
2015-06-01,395.0,RocketChat_Rocket.Chat
2015-06-01,106.0,RPCS3_rpcs3
2015-06-01,49.0,rstudio_rstudio
2015-06-01,4463.0,rustlang_rust
2015-06-01,1176.0,scikitlearn_scikitlearn
2015-06-01,661.0,scipy_scipy
2015-06-01,39.0,spack_spack
2015-06-01,506.0,spyderide_spyder
2015-06-01,1799.0,symfony_symfony
2015-06-01,1187.0,systemd_systemd
2015-06-01,4869.0,tgstation_tgstation
2015-06-01,168.0,Ultimaker_Cura
2015-06-01,424.0,webcompat_webbugs
2015-06-01,591.0,woocommerce_woocommerce
2015-06-01,1407.0,xbmc_xbmc
2015-07-01,102.0,AdguardTeam_AdguardFilters
2015-07-01,1705.0,angular_angular
2015-07-01,145.0,ankidroid_AnkiAndroid
2015-07-01,1989.0,ansible_ansible
2015-07-01,77.0,antdesign_antdesign
2015-07-01,292.0,apache_airflow
2015-07-01,581.0,apache_flink
2015-07-01,20939.0,apache_spark
2015-07-01,14.0,apache_superset
2015-07-01,750.0,ArduPilot_ardupilot
2015-07-01,346.0,Automattic_jetpack
2015-07-01,407.0,Azure_azurepowershell
2015-07-01,13.0,Azure_azuresdkforjava
2015-07-01,192.0,Azure_azuresdkfornet
2015-07-01,27.0,Azure_azuresdkforpython
2015-07-01,1268.0,bitcoin_bitcoin
2015-07-01,1658.0,ceph_ceph
2015-07-01,1705.0,CleverRaven_CataclysmDDA
2015-07-01,6757.0,cmssw_cmssw
2015-07-01,952.0,cockroachdb_cockroach
2015-07-01,13.0,cypressio_cypress
2015-07-01,61.0,darktableorg_darktable
2015-07-01,843.0,DefinitelyTyped_DefinitelyTyped
