participants.Time,participants.name,participants
2017-05-01,ppy_osu,44.0
2017-05-01,PrestaShop_PrestaShop,61.0
2017-05-01,prusa3d_PrusaSlicer,49.0
2017-05-01,python_cpython,182.0
2017-05-01,pytorch_pytorch,236.0
2017-05-01,qbittorrent_qBittorrent,209.0
2017-05-01,qgis_QGIS,48.0
2017-05-01,qmk_qmk_firmware,83.0
2017-05-01,rails_rails,432.0
2017-05-01,rancher_rancher,327.0
2017-05-01,rapid7_metasploitframework,173.0
2017-05-01,rayproject_ray,23.0
2017-05-01,redis_redis,79.0
2017-05-01,renovatebot_renovate,9.0
2017-05-01,RocketChat_Rocket.Chat,347.0
2017-05-01,RPCS3_rpcs3,97.0
2017-05-01,rstudio_rstudio,16.0
2017-05-01,rustlang_rust,490.0
2017-05-01,scikitlearn_scikitlearn,188.0
2017-05-01,scipy_scipy,99.0
2017-05-01,spack_spack,74.0
2017-05-01,spyderide_spyder,116.0
2017-05-01,storybookjs_storybook,160.0
2017-05-01,strapi_strapi,11.0
2017-05-01,symfony_symfony,301.0
2017-05-01,systemd_systemd,209.0
2017-05-01,tachiyomiorg_tachiyomi,41.0
2017-05-01,tachiyomiorg_tachiyomiextensions,13.0
2017-05-01,TeamNewPipe_NewPipe,61.0
2017-05-01,tensorflow_tensorflow,1107.0
2017-05-01,termux_termuxpackages,61.0
2017-05-01,tgstation_tgstation,244.0
2017-05-01,uBlockOrigin_uAssets,44.0
2017-05-01,Ultimaker_Cura,141.0
2017-05-01,vercel_next.js,327.0
2017-05-01,webcompat_webbugs,122.0
2017-05-01,woocommerce_woocommerce,538.0
2017-05-01,WordPress_gutenberg,58.0
2017-05-01,xamarin_xamarinmacios,16.0
2017-05-01,xbmc_xbmc,86.0
2017-05-01,zephyrprojectrtos_zephyr,75.0
2017-05-01,ziglang_zig,8.0
2017-05-01,zulip_zulip,137.0
2017-06-01,AdguardTeam_AdguardFilters,64.0
2017-06-01,angular_angular,902.0
2017-06-01,angular_components,493.0
2017-06-01,ankidroid_AnkiAndroid,26.0
2017-06-01,ansible_ansible,1004.0
2017-06-01,antdesign_antdesign,331.0
2017-06-01,apache_airflow,72.0
2017-06-01,apache_arrow,26.0
2017-06-01,apache_beam,70.0
2017-06-01,apache_flink,54.0
2017-06-01,apache_hudi,12.0
2017-06-01,apache_pulsar,19.0
2017-06-01,apache_shardingsphere,17.0
2017-06-01,apache_spark,265.0
2017-06-01,apache_superset,109.0
2017-06-01,apple_swift,98.0
2017-06-01,ArduPilot_ardupilot,114.0
2017-06-01,Automattic_jetpack,119.0
2017-06-01,Automattic_wpcalypso,229.0
2017-06-01,azerothcore_azerothcorewotlk,19.0
2017-06-01,Azure_azurecli,135.0
2017-06-01,Azure_azurepowershell,176.0
2017-06-01,Azure_azurerestapispecs,79.0
2017-06-01,Azure_azuresdkforjava,29.0
2017-06-01,Azure_azuresdkfornet,89.0
2017-06-01,Azure_azuresdkforpython,42.0
2017-06-01,bioconda_biocondarecipes,95.0
2017-06-01,bitcoin_bitcoin,117.0
2017-06-01,bitnami_charts,5.0
2017-06-01,ceph_ceph,156.0
2017-06-01,cilium_cilium,25.0
2017-06-01,CleverRaven_CataclysmDDA,91.0
2017-06-01,ClickHouse_ClickHouse,48.0
2017-06-01,cmssw_cmssw,185.0
2017-06-01,cockroachdb_cockroach,91.0
2017-06-01,condaforge_stagedrecipes,110.0
2017-06-01,cypressio_cypress,24.0
2017-06-01,darktableorg_darktable,13.0
2017-06-01,dbeaver_dbeaver,118.0
2017-06-01,DefinitelyTyped_DefinitelyTyped,812.0
2017-06-01,demisto_content,17.0
2017-06-01,desktop_desktop,251.0
2017-06-01,directus_directus,28.0
2017-06-01,docker_docs,205.0
2017-06-01,dotnet_aspnetcore,121.0
2017-06-01,dotnet_AspNetCore.Docs,80.0
2017-06-01,dotnet_docs,117.0
2017-06-01,dotnet_efcore,202.0
2017-06-01,dotnet_roslyn,264.0
2017-06-01,elastic_elasticsearch,316.0
2017-06-01,elastic_kibana,310.0
2017-06-01,electron_electron,404.0
2017-06-01,elementor_elementor,106.0
2017-06-01,envoyproxy_envoy,60.0
2017-06-01,espressif_espidf,121.0
2017-06-01,expo_expo,137.0
2017-06-01,facebook_react,296.0
2017-06-01,facebook_reactnative,1511.0
2017-06-01,firstcontributions_firstcontributions,29.0
2017-06-01,flathub_flathub,17.0
2017-06-01,flutter_engine,31.0
2017-06-01,flutter_flutter,193.0
2017-06-01,flutter_plugins,25.0
2017-06-01,gatsbyjs_gatsby,80.0
2017-06-01,gentoo_gentoo,135.0
2017-06-01,getsentry_sentry,97.0
2017-06-01,gogitea_gitea,120.0
2017-06-01,godotengine_godot,215.0
2017-06-01,golang_go,472.0
2017-06-01,gradle_gradle,169.0
2017-06-01,grafana_grafana,436.0
2017-06-01,gravitational_teleport,28.0
2017-06-01,grpc_grpc,230.0
2017-06-01,hashicorp_terraformprovideraws,197.0
2017-06-01,hashicorp_terraformproviderazurerm,33.0
2017-06-01,hashicorp_vault,155.0
2017-06-01,homeassistant_core,405.0
2017-06-01,homeassistant_frontend,18.0
2017-06-01,homeassistant_homeassistant.io,116.0
2017-06-01,Homebrew_homebrewcask,248.0
2017-06-01,Homebrew_homebrewcore,416.0
2017-06-01,influxdata_telegraf,155.0
2017-06-01,IntelRealSense_librealsense,49.0
2017-06-01,istio_istio,55.0
2017-06-01,JetBrains_swot,96.0
2017-06-01,jitsi_jitsimeet,58.0
2017-06-01,jlord_patchwork,520.0
2017-06-01,joomla_joomlacms,244.0
2017-06-01,JuliaLang_julia,211.0
2017-06-01,keycloak_keycloak,46.0
2017-06-01,kubernetes_kubernetes,1000.0
2017-06-01,kubernetes_minikube,153.0
2017-06-01,kubernetes_testinfra,87.0
2017-06-01,kubernetes_website,243.0
2017-06-01,kubevirt_kubevirt,16.0
2017-06-01,laravel_framework,490.0
2017-06-01,macports_macportsports,34.0
2017-06-01,magento_magento2,740.0
2017-06-01,MarlinFirmware_Marlin,213.0
2017-06-01,mastodon_mastodon,289.0
2017-06-01,matplotlib_matplotlib,109.0
2017-06-01,matrixorg_synapse,49.0
2017-06-01,metabase_metabase,164.0
2017-06-01,MetaMask_metamaskextension,97.0
2017-06-01,microsoft_fluentui,112.0
2017-06-01,microsoft_TypeScript,710.0
2017-06-01,microsoft_vcpkg,100.0
2017-06-01,microsoft_vscode,2249.0
2017-06-01,microsoft_WSL,277.0
2017-06-01,MicrosoftDocs_azuredocs,340.0
2017-06-01,microsoftgraph_microsoftgraphdocs,47.0
2017-06-01,mrdoob_three.js,183.0
2017-06-01,mui_materialui,309.0
2017-06-01,neovim_neovim,173.0
2017-06-01,nextcloud_server,425.0
2017-06-01,NixOS_nixpkgs,402.0
2017-06-01,nodejs_node,487.0
2017-06-01,obsproject_obsstudio,36.0
2017-06-01,odoo_odoo,307.0
2017-06-01,opencv_opencv,205.0
2017-06-01,openhab_openhabaddons,163.0
2017-06-01,openjournals_jossreviews,60.0
2017-06-01,openshift_openshiftdocs,130.0
2017-06-01,openshift_release,6.0
2017-06-01,openssl_openssl,118.0
2017-06-01,openwrt_openwrt,36.0
2017-06-01,oppia_oppia,51.0
2017-06-01,PaddlePaddle_Paddle,72.0
2017-06-01,pandasdev_pandas,239.0
2017-06-01,php_phpsrc,81.0
2017-06-01,pingcap_tidb,54.0
2017-06-01,postmanlabs_postmanappsupport,315.0
2017-06-01,PowerShell_PowerShell,156.0
2017-06-01,ppy_osu,38.0
2017-06-01,PrestaShop_PrestaShop,60.0
2017-06-01,prusa3d_PrusaSlicer,65.0
2017-06-01,python_cpython,183.0
2017-06-01,pytorch_pytorch,234.0
2017-06-01,qbittorrent_qBittorrent,231.0
2017-06-01,qgis_QGIS,49.0
2017-06-01,qmk_qmk_firmware,87.0
2017-06-01,rails_rails,424.0
2017-06-01,rancher_rancher,281.0
2017-06-01,rapid7_metasploitframework,111.0
2017-06-01,rayproject_ray,17.0
2017-06-01,redis_redis,103.0
2017-06-01,Regalis11_Barotrauma,4.0
2017-06-01,renovatebot_renovate,13.0
2017-06-01,RocketChat_Rocket.Chat,285.0
2017-06-01,RPCS3_rpcs3,108.0
2017-06-01,rstudio_rstudio,11.0
2017-06-01,rustlang_rust,489.0
2017-06-01,scikitlearn_scikitlearn,221.0
2017-06-01,scipy_scipy,100.0
2017-06-01,sourcegraph_sourcegraph,2.0
2017-06-01,spack_spack,75.0
2017-06-01,spyderide_spyder,112.0
2017-06-01,storybookjs_storybook,184.0
2017-06-01,strapi_strapi,7.0
2017-06-01,symfony_symfony,325.0
2017-06-01,systemd_systemd,203.0
2017-06-01,tachiyomiorg_tachiyomi,45.0
2017-06-01,tachiyomiorg_tachiyomiextensions,17.0
2017-06-01,TeamNewPipe_NewPipe,30.0
2017-06-01,tensorflow_tensorflow,1110.0
2017-06-01,termux_termuxpackages,87.0
2017-06-01,tgstation_tgstation,287.0
2017-06-01,uBlockOrigin_uAssets,59.0
2017-06-01,Ultimaker_Cura,144.0
2017-06-01,vercel_next.js,328.0
2017-06-01,webcompat_webbugs,114.0
2017-06-01,woocommerce_woocommerce,408.0
2017-06-01,WordPress_gutenberg,139.0
2017-06-01,xamarin_xamarinmacios,20.0
2017-06-01,xbmc_xbmc,74.0
2017-06-01,zephyrprojectrtos_zephyr,70.0
2017-06-01,ziglang_zig,7.0
2017-06-01,zulip_zulip,104.0
2017-07-01,AdguardTeam_AdguardFilters,62.0
2017-07-01,angular_angular,894.0
2017-07-01,angular_components,543.0
2017-07-01,ankidroid_AnkiAndroid,25.0
2017-07-01,ansible_ansible,998.0
2017-07-01,antdesign_antdesign,337.0
2017-07-01,apache_airflow,81.0
2017-07-01,apache_arrow,33.0
2017-07-01,apache_beam,70.0
2017-07-01,apache_flink,67.0
2017-07-01,apache_hudi,9.0
2017-07-01,apache_pulsar,13.0
2017-07-01,apache_shardingsphere,30.0
2017-07-01,apache_spark,227.0
2017-07-01,apache_superset,119.0
2017-07-01,apple_swift,107.0
2017-07-01,ArduPilot_ardupilot,110.0
2017-07-01,Automattic_jetpack,115.0
2017-07-01,Automattic_wpcalypso,229.0
2017-07-01,azerothcore_azerothcorewotlk,20.0
2017-07-01,Azure_azurecli,93.0
2017-07-01,Azure_azurepowershell,147.0
2017-07-01,Azure_azurerestapispecs,85.0
2017-07-01,Azure_azuresdkforjava,33.0
2017-07-01,Azure_azuresdkfornet,78.0
2017-07-01,Azure_azuresdkforpython,33.0
2017-07-01,bioconda_biocondarecipes,124.0
2017-07-01,bitcoin_bitcoin,150.0
2017-07-01,bitnami_charts,4.0
2017-07-01,ccxt_ccxt,26.0
2017-07-01,ceph_ceph,165.0
2017-07-01,cilium_cilium,25.0
2017-07-01,CleverRaven_CataclysmDDA,99.0
2017-07-01,ClickHouse_ClickHouse,55.0
2017-07-01,cmssw_cmssw,176.0
2017-07-01,cockroachdb_cockroach,92.0
2017-07-01,condaforge_stagedrecipes,120.0
2017-07-01,cypressio_cypress,33.0
2017-07-01,darktableorg_darktable,7.0
2017-07-01,dbeaver_dbeaver,121.0
2017-07-01,DefinitelyTyped_DefinitelyTyped,869.0
2017-07-01,demisto_content,18.0
2017-07-01,desktop_desktop,196.0
2017-07-01,directus_directus,41.0
2017-07-01,docker_docs,187.0
2017-07-01,dotnet_aspnetcore,83.0
2017-07-01,dotnet_AspNetCore.Docs,77.0
2017-07-01,dotnet_docs,96.0
2017-07-01,dotnet_efcore,205.0
2017-07-01,dotnet_roslyn,214.0
2017-07-01,elastic_elasticsearch,345.0
2017-07-01,elastic_kibana,334.0
2017-07-01,electron_electron,392.0
2017-07-01,elementor_elementor,115.0
2017-07-01,envoyproxy_envoy,55.0
2017-07-01,espressif_espidf,128.0
2017-07-01,expo_expo,185.0
2017-07-01,facebook_react,395.0
2017-07-01,facebook_reactnative,1384.0
2017-07-01,firstcontributions_firstcontributions,151.0
2017-07-01,flathub_flathub,23.0
2017-07-01,flutter_engine,36.0
2017-07-01,flutter_flutter,161.0
2017-07-01,flutter_plugins,23.0
2017-07-01,gatsbyjs_gatsby,196.0
2017-07-01,gentoo_gentoo,143.0
2017-07-01,getsentry_sentry,100.0
2017-07-01,gogitea_gitea,92.0
2017-07-01,godotengine_godot,258.0
2017-07-01,golang_go,646.0
2017-07-01,gradle_gradle,198.0
2017-07-01,grafana_grafana,386.0
2017-07-01,gravitational_teleport,20.0
2017-07-01,grpc_grpc,234.0
2017-07-01,hashicorp_terraformprovideraws,266.0
2017-07-01,hashicorp_terraformproviderazurerm,47.0
2017-07-01,hashicorp_vault,108.0
2017-07-01,homeassistant_core,460.0
2017-07-01,homeassistant_frontend,24.0
2017-07-01,homeassistant_homeassistant.io,143.0
2017-07-01,Homebrew_homebrewcask,284.0
2017-07-01,Homebrew_homebrewcore,424.0
2017-07-01,influxdata_telegraf,126.0
2017-07-01,IntelRealSense_librealsense,36.0
2017-07-01,istio_istio,56.0
2017-07-01,JetBrains_swot,80.0
2017-07-01,jitsi_jitsimeet,63.0
2017-07-01,jlord_patchwork,535.0
2017-07-01,joomla_joomlacms,268.0
2017-07-01,JuliaLang_julia,188.0
2017-07-01,keycloak_keycloak,40.0
2017-07-01,kubernetes_kubernetes,974.0
2017-07-01,kubernetes_minikube,141.0
2017-07-01,kubernetes_testinfra,89.0
2017-07-01,kubernetes_website,223.0
2017-07-01,kubevirt_kubevirt,23.0
2017-07-01,laravel_framework,484.0
2017-07-01,leanprovercommunity_mathlib,5.0
2017-07-01,macports_macportsports,61.0
2017-07-01,magento_magento2,684.0
2017-07-01,MarlinFirmware_Marlin,195.0
2017-07-01,mastodon_mastodon,215.0
2017-07-01,matplotlib_matplotlib,118.0
2017-07-01,matrixorg_synapse,59.0
2017-07-01,metabase_metabase,152.0
2017-07-01,MetaMask_metamaskextension,88.0
2017-07-01,microsoft_fluentui,124.0
2017-07-01,microsoft_TypeScript,676.0
2017-07-01,microsoft_vcpkg,92.0
2017-07-01,microsoft_vscode,2158.0
2017-07-01,microsoft_WSL,285.0
2017-07-01,MicrosoftDocs_azuredocs,286.0
2017-07-01,microsoftgraph_microsoftgraphdocs,46.0
2017-07-01,mrdoob_three.js,166.0
2017-07-01,mui_materialui,332.0
2017-07-01,neovim_neovim,188.0
2017-07-01,nextcloud_server,298.0
2017-07-01,NixOS_nixpkgs,414.0
2017-07-01,nodejs_node,488.0
2017-07-01,obsproject_obsstudio,32.0
2017-07-01,odoo_odoo,286.0
2017-07-01,opencv_opencv,182.0
2017-07-01,openhab_openhabaddons,138.0
2017-07-01,openjournals_jossreviews,86.0
2017-07-01,openshift_openshiftdocs,85.0
2017-07-01,openshift_release,7.0
2017-07-01,openssl_openssl,104.0
2017-07-01,openwrt_openwrt,18.0
2017-07-01,oppia_oppia,45.0
2017-07-01,PaddlePaddle_Paddle,96.0
2017-07-01,pandasdev_pandas,237.0
2017-07-01,php_phpsrc,79.0
2017-07-01,pingcap_tidb,73.0
2017-07-01,postmanlabs_postmanappsupport,291.0
2017-07-01,PowerShell_PowerShell,129.0
2017-07-01,ppy_osu,41.0
2017-07-01,PrestaShop_PrestaShop,63.0
2017-07-01,prusa3d_PrusaSlicer,58.0
2017-07-01,python_cpython,161.0
2017-07-01,pytorch_pytorch,242.0
2017-07-01,qbittorrent_qBittorrent,223.0
2017-07-01,qgis_QGIS,55.0
2017-07-01,qmk_qmk_firmware,54.0
2017-07-01,rails_rails,381.0
2017-07-01,rancher_rancher,284.0
2017-07-01,rapid7_metasploitframework,107.0
2017-07-01,rayproject_ray,18.0
2017-07-01,redis_redis,125.0
2017-07-01,Regalis11_Barotrauma,1.0
2017-07-01,renovatebot_renovate,16.0
2017-07-01,RocketChat_Rocket.Chat,318.0
2017-07-01,RPCS3_rpcs3,177.0
2017-07-01,rstudio_rstudio,9.0
2017-07-01,rustlang_rust,454.0
2017-07-01,scikitlearn_scikitlearn,202.0
2017-07-01,scipy_scipy,126.0
2017-07-01,sourcegraph_sourcegraph,9.0
2017-07-01,spack_spack,82.0
2017-07-01,spyderide_spyder,148.0
2017-07-01,storybookjs_storybook,183.0
2017-07-01,strapi_strapi,9.0
2017-07-01,symfony_symfony,374.0
2017-07-01,systemd_systemd,273.0
2017-07-01,tachiyomiorg_tachiyomi,68.0
2017-07-01,tachiyomiorg_tachiyomiextensions,19.0
2017-07-01,TeamNewPipe_NewPipe,50.0
2017-07-01,tensorflow_tensorflow,1048.0
2017-07-01,termux_termuxpackages,94.0
2017-07-01,tgstation_tgstation,205.0
2017-07-01,uBlockOrigin_uAssets,58.0
2017-07-01,Ultimaker_Cura,143.0
2017-07-01,vercel_next.js,328.0
2017-07-01,webcompat_webbugs,119.0
2017-07-01,woocommerce_woocommerce,359.0
2017-07-01,WordPress_gutenberg,168.0
2017-07-01,xamarin_xamarinmacios,23.0
2017-07-01,xbmc_xbmc,75.0
2017-07-01,zephyrprojectrtos_zephyr,70.0
2017-07-01,ziglang_zig,3.0
2017-07-01,zulip_zulip,80.0
2017-08-01,AdguardTeam_AdguardFilters,62.0
2017-08-01,angular_angular,881.0
2017-08-01,angular_components,518.0
2017-08-01,ankidroid_AnkiAndroid,29.0
2017-08-01,ansible_ansible,1026.0
2017-08-01,antdesign_antdesign,372.0
2017-08-01,apache_airflow,68.0
2017-08-01,apache_arrow,35.0
2017-08-01,apache_beam,69.0
2017-08-01,apache_doris,27.0
2017-08-01,apache_flink,72.0
2017-08-01,apache_hudi,13.0
2017-08-01,apache_pulsar,16.0
2017-08-01,apache_shardingsphere,44.0
2017-08-01,apache_spark,220.0
2017-08-01,apache_superset,140.0
2017-08-01,apache_tvm,21.0
2017-08-01,apple_swift,104.0
2017-08-01,ArduPilot_ardupilot,93.0
2017-08-01,Automattic_jetpack,147.0
2017-08-01,Automattic_wpcalypso,214.0
2017-08-01,azerothcore_azerothcorewotlk,28.0
2017-08-01,Azure_azurecli,147.0
2017-08-01,Azure_azurepowershell,153.0
2017-08-01,Azure_azurerestapispecs,99.0
2017-08-01,Azure_azuresdkforjava,34.0
2017-08-01,Azure_azuresdkfornet,100.0
2017-08-01,Azure_azuresdkforpython,44.0
2017-08-01,bioconda_biocondarecipes,116.0
2017-08-01,bitcoin_bitcoin,186.0
2017-08-01,bitnami_charts,3.0
2017-08-01,ccxt_ccxt,44.0
2017-08-01,ceph_ceph,152.0
2017-08-01,cilium_cilium,21.0
2017-08-01,CleverRaven_CataclysmDDA,98.0
2017-08-01,ClickHouse_ClickHouse,70.0
2017-08-01,cmssw_cmssw,152.0
2017-08-01,cockroachdb_cockroach,91.0
2017-08-01,condaforge_stagedrecipes,153.0
2017-08-01,cypressio_cypress,48.0
2017-08-01,darktableorg_darktable,17.0
2017-08-01,dbeaver_dbeaver,147.0
2017-08-01,DefinitelyTyped_DefinitelyTyped,820.0
2017-08-01,demisto_content,22.0
2017-08-01,desktop_desktop,179.0
2017-08-01,directus_directus,40.0
2017-08-01,docker_docs,197.0
2017-08-01,dotnet_aspnetcore,124.0
2017-08-01,dotnet_AspNetCore.Docs,96.0
2017-08-01,dotnet_docs,121.0
2017-08-01,dotnet_efcore,323.0
2017-08-01,dotnet_roslyn,266.0
2017-08-01,elastic_elasticsearch,366.0
2017-08-01,elastic_kibana,289.0
2017-08-01,electron_electron,389.0
2017-08-01,elementor_elementor,136.0
2017-08-01,envoyproxy_envoy,73.0
2017-08-01,espressif_espidf,128.0
2017-08-01,expo_expo,194.0
2017-08-01,facebook_react,289.0
2017-08-01,facebook_reactnative,1283.0
2017-08-01,firstcontributions_firstcontributions,56.0
2017-08-01,flathub_flathub,28.0
2017-08-01,flutter_engine,30.0
2017-08-01,flutter_flutter,169.0
2017-08-01,flutter_plugins,18.0
2017-08-01,gatsbyjs_gatsby,204.0
2017-08-01,gentoo_gentoo,144.0
2017-08-01,getsentry_sentry,102.0
2017-08-01,gogitea_gitea,125.0
2017-08-01,godotengine_godot,352.0
2017-08-01,golang_go,625.0
2017-08-01,gradle_gradle,168.0
2017-08-01,grafana_grafana,378.0
2017-08-01,gravitational_teleport,17.0
2017-08-01,grpc_grpc,212.0
2017-08-01,hashicorp_terraformprovideraws,356.0
2017-08-01,hashicorp_terraformproviderazurerm,66.0
2017-08-01,hashicorp_vault,135.0
2017-08-01,homeassistant_core,514.0
2017-08-01,homeassistant_frontend,36.0
2017-08-01,homeassistant_homeassistant.io,131.0
2017-08-01,Homebrew_homebrewcask,306.0
2017-08-01,Homebrew_homebrewcore,416.0
2017-08-01,influxdata_telegraf,135.0
2017-08-01,IntelRealSense_librealsense,34.0
2017-08-01,istio_istio,63.0
2017-08-01,JetBrains_swot,94.0
2017-08-01,jitsi_jitsimeet,65.0
2017-08-01,jlord_patchwork,407.0
2017-08-01,joomla_joomlacms,266.0
2017-08-01,JuliaLang_julia,187.0
2017-08-01,keycloak_keycloak,38.0
2017-08-01,kubernetes_kubernetes,1025.0
2017-08-01,kubernetes_minikube,147.0
2017-08-01,kubernetes_testinfra,92.0
2017-08-01,kubernetes_website,224.0
2017-08-01,kubevirt_kubevirt,28.0
2017-08-01,laravel_framework,500.0
2017-08-01,leanprovercommunity_mathlib,8.0
2017-08-01,macports_macportsports,44.0
2017-08-01,magento_magento2,699.0
2017-08-01,MarlinFirmware_Marlin,177.0
2017-08-01,mastodon_mastodon,161.0
2017-08-01,matplotlib_matplotlib,117.0
2017-08-01,matrixorg_synapse,39.0
2017-08-01,metabase_metabase,192.0
2017-08-01,MetaMask_ethphishingdetect,16.0
2017-08-01,MetaMask_metamaskextension,94.0
2017-08-01,microsoft_fluentui,154.0
2017-08-01,microsoft_terminal,25.0
2017-08-01,microsoft_TypeScript,664.0
2017-08-01,microsoft_vcpkg,101.0
2017-08-01,microsoft_vscode,2299.0
2017-08-01,microsoft_WSL,246.0
2017-08-01,MicrosoftDocs_azuredocs,295.0
2017-08-01,microsoftgraph_microsoftgraphdocs,50.0
2017-08-01,mrdoob_three.js,165.0
2017-08-01,mui_materialui,362.0
2017-08-01,neovim_neovim,140.0
2017-08-01,nextcloud_server,391.0
2017-08-01,NixOS_nixpkgs,424.0
2017-08-01,nodejs_node,547.0
2017-08-01,nrwl_nx,4.0
2017-08-01,obsproject_obsstudio,40.0
2017-08-01,odoo_odoo,326.0
2017-08-01,opencv_opencv,209.0
2017-08-01,openhab_openhabaddons,151.0
2017-08-01,openjournals_jossreviews,120.0
2017-08-01,openshift_openshiftdocs,107.0
2017-08-01,openshift_release,10.0
2017-08-01,openssl_openssl,88.0
2017-08-01,openwrt_openwrt,31.0
2017-08-01,oppia_oppia,39.0
2017-08-01,PaddlePaddle_Paddle,102.0
2017-08-01,pandasdev_pandas,213.0
2017-08-01,php_phpsrc,73.0
2017-08-01,pingcap_tidb,69.0
2017-08-01,postmanlabs_postmanappsupport,355.0
2017-08-01,PowerShell_PowerShell,152.0
2017-08-01,ppy_osu,35.0
2017-08-01,PrestaShop_PrestaShop,52.0
2017-08-01,prusa3d_PrusaSlicer,59.0
2017-08-01,python_cpython,148.0
2017-08-01,pytorch_pytorch,316.0
2017-08-01,qbittorrent_qBittorrent,229.0
2017-08-01,qgis_QGIS,50.0
2017-08-01,qmk_qmk_firmware,98.0
2017-08-01,rails_rails,387.0
2017-08-01,rancher_rancher,269.0
2017-08-01,rapid7_metasploitframework,118.0
2017-08-01,rayproject_ray,28.0
2017-08-01,redis_redis,115.0
2017-08-01,Regalis11_Barotrauma,4.0
2017-08-01,renovatebot_renovate,16.0
2017-08-01,RocketChat_Rocket.Chat,328.0
2017-08-01,RPCS3_rpcs3,235.0
2017-08-01,rstudio_rstudio,12.0
2017-08-01,rustlang_rust,405.0
2017-08-01,scikitlearn_scikitlearn,196.0
2017-08-01,scipy_scipy,108.0
2017-08-01,sourcegraph_sourcegraph,6.0
2017-08-01,spack_spack,80.0
2017-08-01,spyderide_spyder,212.0
2017-08-01,storybookjs_storybook,209.0
2017-08-01,strapi_strapi,8.0
2017-08-01,symfony_symfony,294.0
2017-08-01,systemd_systemd,231.0
2017-08-01,tachiyomiorg_tachiyomi,53.0
2017-08-01,tachiyomiorg_tachiyomiextensions,22.0
2017-08-01,TeamNewPipe_NewPipe,29.0
2017-08-01,tensorflow_tensorflow,1113.0
2017-08-01,termux_termuxpackages,136.0
2017-08-01,tgstation_tgstation,235.0
2017-08-01,uBlockOrigin_uAssets,53.0
2017-08-01,Ultimaker_Cura,177.0
2017-08-01,vercel_next.js,320.0
2017-08-01,webcompat_webbugs,160.0
2017-08-01,woocommerce_woocommerce,294.0
2017-08-01,WordPress_gutenberg,161.0
2017-08-01,xamarin_xamarinmacios,23.0
2017-08-01,xbmc_xbmc,72.0
2017-08-01,zephyrprojectrtos_zephyr,78.0
2017-08-01,ziglang_zig,8.0
2017-08-01,zulip_zulip,78.0
2017-09-01,AdguardTeam_AdguardFilters,74.0
2017-09-01,angular_angular,843.0
2017-09-01,angular_components,658.0
2017-09-01,ankidroid_AnkiAndroid,36.0
2017-09-01,ansible_ansible,1046.0
2017-09-01,antdesign_antdesign,340.0
2017-09-01,apache_airflow,86.0
2017-09-01,apache_arrow,42.0
2017-09-01,apache_beam,72.0
2017-09-01,apache_doris,16.0
2017-09-01,apache_flink,67.0
2017-09-01,apache_hudi,11.0
2017-09-01,apache_pulsar,16.0
2017-09-01,apache_shardingsphere,45.0
2017-09-01,apache_spark,222.0
2017-09-01,apache_superset,131.0
2017-09-01,apache_tvm,23.0
2017-09-01,apple_swift,110.0
2017-09-01,ArduPilot_ardupilot,113.0
2017-09-01,Automattic_jetpack,123.0
2017-09-01,Automattic_wpcalypso,220.0
2017-09-01,azerothcore_azerothcorewotlk,32.0
2017-09-01,Azure_azurecli,134.0
2017-09-01,Azure_azurepowershell,138.0
2017-09-01,Azure_azurerestapispecs,114.0
2017-09-01,Azure_azuresdkforjava,34.0
2017-09-01,Azure_azuresdkfornet,91.0
2017-09-01,Azure_azuresdkforpython,35.0
2017-09-01,bioconda_biocondarecipes,124.0
2017-09-01,bitcoin_bitcoin,153.0
2017-09-01,bitnami_charts,5.0
2017-09-01,ccxt_ccxt,57.0
2017-09-01,ceph_ceph,169.0
2017-09-01,cilium_cilium,23.0
2017-09-01,CleverRaven_CataclysmDDA,111.0
2017-09-01,ClickHouse_ClickHouse,73.0
2017-09-01,cmssw_cmssw,165.0
2017-09-01,cockroachdb_cockroach,87.0
2017-09-01,condaforge_stagedrecipes,127.0
2017-09-01,coolsnowwolf_lede,48.0
2017-09-01,cypressio_cypress,52.0
2017-09-01,darktableorg_darktable,13.0
2017-09-01,DataDog_datadogagent,7.0
2017-09-01,dbeaver_dbeaver,139.0
2017-09-01,DefinitelyTyped_DefinitelyTyped,753.0
2017-09-01,demisto_content,19.0
2017-09-01,desktop_desktop,282.0
2017-09-01,directus_directus,29.0
2017-09-01,docker_docs,167.0
2017-09-01,dotnet_aspnetcore,102.0
2017-09-01,dotnet_AspNetCore.Docs,107.0
2017-09-01,dotnet_docs,132.0
2017-09-01,dotnet_efcore,323.0
2017-09-01,dotnet_roslyn,245.0
2017-09-01,elastic_elasticsearch,309.0
2017-09-01,elastic_kibana,290.0
2017-09-01,electron_electron,407.0
2017-09-01,elementor_elementor,155.0
2017-09-01,envoyproxy_envoy,65.0
2017-09-01,espressif_espidf,155.0
2017-09-01,expo_expo,235.0
2017-09-01,facebook_react,432.0
2017-09-01,facebook_reactnative,1303.0
2017-09-01,firstcontributions_firstcontributions,121.0
2017-09-01,flathub_flathub,35.0
2017-09-01,flutter_engine,32.0
2017-09-01,flutter_flutter,198.0
2017-09-01,flutter_plugins,23.0
2017-09-01,gatsbyjs_gatsby,249.0
2017-09-01,gentoo_gentoo,160.0
2017-09-01,getsentry_sentry,81.0
2017-09-01,gogitea_gitea,112.0
2017-09-01,godotengine_godot,315.0
2017-09-01,golang_go,530.0
