openrank.Time,openrank.name,openrank
2015-01-01,AdguardTeam_AdguardFilters,2.07
2015-01-01,angular_angular,16.39
2015-01-01,ankidroid_AnkiAndroid,4.24
2015-01-01,ansible_ansible,85.24
2015-01-01,apache_flink,12.5
2015-01-01,apache_spark,103.95
2015-01-01,ArduPilot_ardupilot,38.07
2015-01-01,Automattic_jetpack,37.82
2015-01-01,Azure_azurepowershell,17.45
2015-01-01,Azure_azuresdkforjava,1.88
2015-01-01,Azure_azuresdkfornet,10.58
2015-01-01,Azure_azuresdkforpython,4.04
2015-01-01,bitcoin_bitcoin,34.29
2015-01-01,ceph_ceph,43.68
2015-01-01,CleverRaven_CataclysmDDA,52.61
2015-01-01,cmssw_cmssw,71.69
2015-01-01,cockroachdb_cockroach,7.71
2015-01-01,darktableorg_darktable,9.53
2015-01-01,DefinitelyTyped_DefinitelyTyped,45.86
2015-01-01,directus_directus,1.52
2015-01-01,dotnet_aspnetcore,28.61
2015-01-01,dotnet_efcore,22.7
2015-01-01,dotnet_roslyn,70.93
2015-01-01,elastic_elasticsearch,121.01
2015-01-01,elastic_kibana,83.84
2015-01-01,electron_electron,22.36
2015-01-01,facebook_react,57.23
2015-01-01,getsentry_sentry,14.23
2015-01-01,godotengine_godot,55.55
2015-01-01,golang_go,61.8
2015-01-01,gradle_gradle,6.63
2015-01-01,grafana_grafana,53.44
2015-01-01,homeassistant_core,3.24
2015-01-01,Homebrew_homebrewcask,107.27
2015-01-01,JetBrains_swot,52.35
2015-01-01,jitsi_jitsimeet,4.18
2015-01-01,jlord_patchwork,147.48
2015-01-01,joomla_joomlacms,77.75
2015-01-01,JuliaLang_julia,73.68
2015-01-01,keycloak_keycloak,3.98
2015-01-01,kubernetes_kubernetes,66.69
2015-01-01,laravel_framework,118.94
2015-01-01,magento_magento2,56.14
2015-01-01,MarlinFirmware_Marlin,55.16
2015-01-01,matplotlib_matplotlib,27.67
2015-01-01,matrixorg_synapse,2.3
2015-01-01,microsoft_TypeScript,67.79
2015-01-01,mrdoob_three.js,62.47
2015-01-01,mui_materialui,23.63
2015-01-01,neovim_neovim,44.46
2015-01-01,NixOS_nixpkgs,91.55
2015-01-01,nodejs_node,86.38
2015-01-01,obsproject_obsstudio,8.53
2015-01-01,odoo_odoo,135.07
2015-01-01,opencv_opencv,23.54
2015-01-01,openhab_openhabaddons,7.04
2015-01-01,openshift_openshiftdocs,4.74
2015-01-01,openssl_openssl,7.04
2015-01-01,pandasdev_pandas,61.0
2015-01-01,php_phpsrc,20.48
2015-01-01,postmanlabs_postmanappsupport,32.71
2015-01-01,PrestaShop_PrestaShop,20.16
2015-01-01,qbittorrent_qBittorrent,61.41
2015-01-01,qgis_QGIS,17.19
2015-01-01,qmk_qmk_firmware,1.44
2015-01-01,rails_rails,156.58
2015-01-01,rancher_rancher,4.89
2015-01-01,rapid7_metasploitframework,47.93
2015-01-01,redis_redis,35.2
2015-01-01,RPCS3_rpcs3,7.62
2015-01-01,rstudio_rstudio,3.52
2015-01-01,rustlang_rust,180.97
2015-01-01,scikitlearn_scikitlearn,44.54
2015-01-01,scipy_scipy,29.64
2015-01-01,spack_spack,2.52
2015-01-01,symfony_symfony,88.96
2015-01-01,tgstation_tgstation,82.15
2015-01-01,webcompat_webbugs,19.46
2015-01-01,woocommerce_woocommerce,82.04
2015-01-01,xbmc_xbmc,57.69
2015-02-01,AdguardTeam_AdguardFilters,2.78
2015-02-01,angular_angular,40.73
2015-02-01,ankidroid_AnkiAndroid,6.7
2015-02-01,ansible_ansible,122.31
2015-02-01,apache_flink,18.32
2015-02-01,apache_spark,149.46
2015-02-01,ArduPilot_ardupilot,46.24
2015-02-01,Automattic_jetpack,48.72
2015-02-01,Azure_azurepowershell,24.77
2015-02-01,Azure_azuresdkforjava,2.43
2015-02-01,Azure_azuresdkfornet,13.75
2015-02-01,Azure_azuresdkforpython,8.58
2015-02-01,bitcoin_bitcoin,54.05
2015-02-01,ceph_ceph,57.43
2015-02-01,CleverRaven_CataclysmDDA,64.44
2015-02-01,cmssw_cmssw,101.29
2015-02-01,cockroachdb_cockroach,10.54
2015-02-01,darktableorg_darktable,10.8
2015-02-01,DefinitelyTyped_DefinitelyTyped,68.35
2015-02-01,directus_directus,2.3
2015-02-01,dotnet_aspnetcore,24.93
2015-02-01,dotnet_AspNetCore.Docs,0.31
2015-02-01,dotnet_efcore,34.7
2015-02-01,dotnet_roslyn,114.28
2015-02-01,elastic_elasticsearch,175.34
2015-02-01,elastic_kibana,146.83
2015-02-01,electron_electron,35.82
2015-02-01,facebook_react,104.99
2015-02-01,getsentry_sentry,17.42
2015-02-01,godotengine_godot,66.78
2015-02-01,golang_go,97.96
2015-02-01,gradle_gradle,9.78
2015-02-01,grafana_grafana,65.15
2015-02-01,grpc_grpc,7.61
2015-02-01,homeassistant_core,7.06
2015-02-01,homeassistant_homeassistant.io,0.43
2015-02-01,Homebrew_homebrewcask,146.4
2015-02-01,JetBrains_swot,88.75
2015-02-01,jitsi_jitsimeet,8.26
2015-02-01,jlord_patchwork,243.72
2015-02-01,joomla_joomlacms,139.1
2015-02-01,JuliaLang_julia,104.44
2015-02-01,keycloak_keycloak,5.92
2015-02-01,kubernetes_kubernetes,106.74
2015-02-01,laravel_framework,192.89
2015-02-01,magento_magento2,61.92
2015-02-01,MarlinFirmware_Marlin,59.9
2015-02-01,matplotlib_matplotlib,44.05
2015-02-01,matrixorg_synapse,6.99
2015-02-01,microsoft_TypeScript,98.82
2015-02-01,mrdoob_three.js,82.97
2015-02-01,mui_materialui,29.45
2015-02-01,neovim_neovim,69.37
2015-02-01,NixOS_nixpkgs,132.2
2015-02-01,nodejs_node,141.41
2015-02-01,obsproject_obsstudio,12.62
2015-02-01,odoo_odoo,191.65
2015-02-01,opencv_opencv,32.74
2015-02-01,openhab_openhabaddons,9.57
2015-02-01,openshift_openshiftdocs,6.69
2015-02-01,openssl_openssl,10.16
2015-02-01,pandasdev_pandas,80.35
2015-02-01,php_phpsrc,38.89
2015-02-01,postmanlabs_postmanappsupport,35.58
2015-02-01,PrestaShop_PrestaShop,31.29
2015-02-01,qbittorrent_qBittorrent,88.88
2015-02-01,qgis_QGIS,19.25
2015-02-01,qmk_qmk_firmware,1.23
2015-02-01,rails_rails,229.36
2015-02-01,rancher_rancher,9.09
2015-02-01,rapid7_metasploitframework,61.85
2015-02-01,redis_redis,41.76
2015-02-01,RPCS3_rpcs3,10.03
2015-02-01,rstudio_rstudio,6.95
2015-02-01,rustlang_rust,239.17
2015-02-01,scikitlearn_scikitlearn,62.86
2015-02-01,scipy_scipy,36.94
2015-02-01,spack_spack,2.73
2015-02-01,spyderide_spyder,14.33
2015-02-01,symfony_symfony,117.94
2015-02-01,tgstation_tgstation,100.11
2015-02-01,webcompat_webbugs,23.16
2015-02-01,woocommerce_woocommerce,123.55
2015-02-01,xbmc_xbmc,87.12
2015-03-01,AdguardTeam_AdguardFilters,3.93
2015-03-01,angular_angular,72.87
2015-03-01,ankidroid_AnkiAndroid,9.86
2015-03-01,ansible_ansible,133.91
2015-03-01,apache_flink,27.18
2015-03-01,apache_spark,201.52
2015-03-01,ArduPilot_ardupilot,61.35
2015-03-01,Automattic_jetpack,64.87
2015-03-01,Azure_azurepowershell,38.7
2015-03-01,Azure_azuresdkforjava,2.82
2015-03-01,Azure_azuresdkfornet,21.18
2015-03-01,Azure_azuresdkforpython,11.67
2015-03-01,bitcoin_bitcoin,67.2
2015-03-01,ceph_ceph,76.1
2015-03-01,CleverRaven_CataclysmDDA,88.73
2015-03-01,cmssw_cmssw,138.0
2015-03-01,cockroachdb_cockroach,19.51
2015-03-01,cypressio_cypress,1.49
2015-03-01,darktableorg_darktable,9.96
2015-03-01,DefinitelyTyped_DefinitelyTyped,105.25
2015-03-01,directus_directus,5.47
2015-03-01,dotnet_aspnetcore,36.97
2015-03-01,dotnet_AspNetCore.Docs,0.89
2015-03-01,dotnet_efcore,40.34
2015-03-01,dotnet_roslyn,146.05
2015-03-01,elastic_elasticsearch,253.89
2015-03-01,elastic_kibana,219.52
2015-03-01,electron_electron,55.74
2015-03-01,facebook_react,132.26
2015-03-01,facebook_reactnative,114.4
2015-03-01,flutter_flutter,0.51
2015-03-01,getsentry_sentry,22.62
2015-03-01,godotengine_godot,75.77
2015-03-01,golang_go,111.57
2015-03-01,gradle_gradle,13.31
2015-03-01,grafana_grafana,84.22
2015-03-01,grpc_grpc,30.05
2015-03-01,homeassistant_core,9.78
2015-03-01,homeassistant_homeassistant.io,0.68
2015-03-01,Homebrew_homebrewcask,174.33
2015-03-01,JetBrains_swot,100.46
2015-03-01,jitsi_jitsimeet,12.45
2015-03-01,jlord_patchwork,297.66
2015-03-01,joomla_joomlacms,230.58
2015-03-01,JuliaLang_julia,132.95
2015-03-01,keycloak_keycloak,9.74
2015-03-01,kubernetes_kubernetes,169.92
2015-03-01,laravel_framework,238.61
2015-03-01,magento_magento2,77.48
2015-03-01,MarlinFirmware_Marlin,98.82
2015-03-01,matplotlib_matplotlib,58.53
2015-03-01,matrixorg_synapse,6.18
2015-03-01,microsoft_TypeScript,143.04
2015-03-01,mrdoob_three.js,105.48
2015-03-01,mui_materialui,40.51
2015-03-01,neovim_neovim,122.84
2015-03-01,NixOS_nixpkgs,172.19
2015-03-01,nodejs_node,169.94
2015-03-01,obsproject_obsstudio,13.17
2015-03-01,odoo_odoo,238.46
2015-03-01,opencv_opencv,48.54
2015-03-01,openhab_openhabaddons,13.8
2015-03-01,openshift_openshiftdocs,6.86
2015-03-01,openssl_openssl,11.33
2015-03-01,pandasdev_pandas,97.74
2015-03-01,php_phpsrc,54.62
2015-03-01,postmanlabs_postmanappsupport,44.1
2015-03-01,PrestaShop_PrestaShop,50.38
2015-03-01,qbittorrent_qBittorrent,132.82
2015-03-01,qgis_QGIS,18.1
2015-03-01,qmk_qmk_firmware,1.45
2015-03-01,rails_rails,283.04
2015-03-01,rancher_rancher,13.57
2015-03-01,rapid7_metasploitframework,76.77
2015-03-01,redis_redis,39.91
2015-03-01,RPCS3_rpcs3,13.05
2015-03-01,rstudio_rstudio,10.92
2015-03-01,rustlang_rust,283.19
2015-03-01,scikitlearn_scikitlearn,92.83
2015-03-01,scipy_scipy,52.21
2015-03-01,spack_spack,4.01
2015-03-01,spyderide_spyder,32.99
2015-03-01,symfony_symfony,170.05
2015-03-01,systemd_systemd,0.48
2015-03-01,tgstation_tgstation,127.36
2015-03-01,webcompat_webbugs,34.17
2015-03-01,woocommerce_woocommerce,155.63
2015-03-01,xbmc_xbmc,116.81
2015-04-01,AdguardTeam_AdguardFilters,3.72
2015-04-01,angular_angular,119.91
2015-04-01,ankidroid_AnkiAndroid,10.68
2015-04-01,ansible_ansible,177.04
2015-04-01,apache_flink,34.74
2015-04-01,apache_spark,265.73
2015-04-01,ArduPilot_ardupilot,75.07
2015-04-01,Automattic_jetpack,80.18
2015-04-01,Azure_azurepowershell,25.61
2015-04-01,Azure_azuresdkforjava,4.36
2015-04-01,Azure_azuresdkfornet,27.74
2015-04-01,Azure_azuresdkforpython,9.58
2015-04-01,bitcoin_bitcoin,73.15
2015-04-01,ceph_ceph,80.34
2015-04-01,CleverRaven_CataclysmDDA,105.37
2015-04-01,cmssw_cmssw,136.1
2015-04-01,cockroachdb_cockroach,28.27
2015-04-01,cypressio_cypress,2.28
2015-04-01,darktableorg_darktable,9.54
2015-04-01,DefinitelyTyped_DefinitelyTyped,113.74
2015-04-01,directus_directus,6.48
2015-04-01,dotnet_aspnetcore,50.59
2015-04-01,dotnet_AspNetCore.Docs,6.99
2015-04-01,dotnet_efcore,48.78
2015-04-01,dotnet_roslyn,191.48
2015-04-01,elastic_elasticsearch,327.06
2015-04-01,elastic_kibana,250.16
2015-04-01,electron_electron,78.47
2015-04-01,facebook_react,157.0
2015-04-01,facebook_reactnative,212.03
2015-04-01,flutter_flutter,0.62
2015-04-01,getsentry_sentry,24.79
2015-04-01,godotengine_godot,92.03
2015-04-01,golang_go,130.59
2015-04-01,gradle_gradle,13.27
2015-04-01,grafana_grafana,120.66
2015-04-01,grpc_grpc,41.92
2015-04-01,hashicorp_vault,19.03
2015-04-01,homeassistant_core,11.27
2015-04-01,homeassistant_homeassistant.io,1.47
2015-04-01,Homebrew_homebrewcask,211.48
2015-04-01,JetBrains_swot,114.53
2015-04-01,jitsi_jitsimeet,11.08
2015-04-01,jlord_patchwork,342.06
2015-04-01,joomla_joomlacms,223.74
2015-04-01,JuliaLang_julia,160.43
2015-04-01,keycloak_keycloak,13.59
2015-04-01,kubernetes_kubernetes,238.09
2015-04-01,laravel_framework,268.66
2015-04-01,magento_magento2,74.49
2015-04-01,MarlinFirmware_Marlin,117.07
2015-04-01,matplotlib_matplotlib,67.7
2015-04-01,matrixorg_synapse,6.02
2015-04-01,microsoft_TypeScript,178.12
2015-04-01,mrdoob_three.js,120.83
2015-04-01,mui_materialui,50.96
2015-04-01,neovim_neovim,147.36
2015-04-01,NixOS_nixpkgs,194.05
2015-04-01,nodejs_node,210.58
2015-04-01,obsproject_obsstudio,11.54
2015-04-01,odoo_odoo,267.15
2015-04-01,opencv_opencv,50.28
2015-04-01,openhab_openhabaddons,28.22
2015-04-01,openshift_openshiftdocs,7.81
2015-04-01,openssl_openssl,11.43
2015-04-01,pandasdev_pandas,124.31
2015-04-01,php_phpsrc,47.61
2015-04-01,postmanlabs_postmanappsupport,53.58
2015-04-01,PrestaShop_PrestaShop,55.76
2015-04-01,qbittorrent_qBittorrent,128.63
2015-04-01,qgis_QGIS,23.58
2015-04-01,qmk_qmk_firmware,2.44
2015-04-01,rails_rails,284.58
2015-04-01,rancher_rancher,15.76
2015-04-01,rapid7_metasploitframework,97.6
2015-04-01,redis_redis,47.23
2015-04-01,RPCS3_rpcs3,15.39
2015-04-01,rstudio_rstudio,14.32
2015-04-01,rustlang_rust,359.95
2015-04-01,scikitlearn_scikitlearn,120.07
2015-04-01,scipy_scipy,59.48
2015-04-01,spack_spack,3.61
2015-04-01,spyderide_spyder,55.16
2015-04-01,symfony_symfony,213.32
2015-04-01,systemd_systemd,0.41
2015-04-01,tgstation_tgstation,145.46
2015-04-01,webcompat_webbugs,36.37
2015-04-01,woocommerce_woocommerce,159.57
2015-04-01,xbmc_xbmc,131.5
2015-05-01,AdguardTeam_AdguardFilters,4.09
2015-05-01,angular_angular,189.78
2015-05-01,ankidroid_AnkiAndroid,10.49
2015-05-01,ansible_ansible,165.59
2015-05-01,antdesign_antdesign,0.68
2015-05-01,apache_flink,40.85
2015-05-01,apache_spark,305.93
2015-05-01,ArduPilot_ardupilot,84.79
2015-05-01,Automattic_jetpack,85.58
2015-05-01,Azure_azurepowershell,41.37
2015-05-01,Azure_azuresdkforjava,4.31
2015-05-01,Azure_azuresdkfornet,31.46
2015-05-01,Azure_azuresdkforpython,10.96
2015-05-01,bitcoin_bitcoin,85.1
2015-05-01,ceph_ceph,88.54
2015-05-01,CleverRaven_CataclysmDDA,109.58
2015-05-01,cmssw_cmssw,157.62
2015-05-01,cockroachdb_cockroach,46.34
2015-05-01,cypressio_cypress,2.05
2015-05-01,darktableorg_darktable,12.41
2015-05-01,DefinitelyTyped_DefinitelyTyped,132.28
2015-05-01,directus_directus,6.66
2015-05-01,dotnet_aspnetcore,60.64
2015-05-01,dotnet_AspNetCore.Docs,24.92
2015-05-01,dotnet_docs,1.24
2015-05-01,dotnet_efcore,72.75
2015-05-01,dotnet_roslyn,224.07
2015-05-01,elastic_elasticsearch,362.27
2015-05-01,elastic_kibana,272.68
2015-05-01,electron_electron,128.19
2015-05-01,facebook_react,160.75
2015-05-01,facebook_reactnative,218.73
2015-05-01,flutter_flutter,5.85
2015-05-01,gatsbyjs_gatsby,0.44
2015-05-01,getsentry_sentry,24.27
2015-05-01,godotengine_godot,112.9
2015-05-01,golang_go,143.4
2015-05-01,gradle_gradle,17.57
2015-05-01,grafana_grafana,127.04
2015-05-01,grpc_grpc,54.27
2015-05-01,hashicorp_vault,50.68
2015-05-01,homeassistant_core,16.64
2015-05-01,homeassistant_homeassistant.io,1.06
2015-05-01,Homebrew_homebrewcask,216.3
2015-05-01,JetBrains_swot,119.7
2015-05-01,jitsi_jitsimeet,13.34
2015-05-01,jlord_patchwork,381.6
2015-05-01,joomla_joomlacms,220.28
2015-05-01,JuliaLang_julia,204.18
2015-05-01,keycloak_keycloak,15.84
2015-05-01,kubernetes_kubernetes,288.59
2015-05-01,laravel_framework,268.46
2015-05-01,magento_magento2,81.31
2015-05-01,MarlinFirmware_Marlin,132.47
2015-05-01,matplotlib_matplotlib,68.32
2015-05-01,matrixorg_synapse,6.17
2015-05-01,microsoft_TypeScript,213.31
2015-05-01,mrdoob_three.js,128.56
2015-05-01,mui_materialui,63.7
2015-05-01,neovim_neovim,176.1
2015-05-01,NixOS_nixpkgs,206.5
2015-05-01,nodejs_node,274.34
2015-05-01,obsproject_obsstudio,10.55
2015-05-01,odoo_odoo,241.05
2015-05-01,opencv_opencv,55.58
2015-05-01,openhab_openhabaddons,42.43
2015-05-01,openshift_openshiftdocs,11.42
2015-05-01,openssl_openssl,15.09
2015-05-01,pandasdev_pandas,138.81
2015-05-01,php_phpsrc,54.92
2015-05-01,postmanlabs_postmanappsupport,58.95
2015-05-01,PrestaShop_PrestaShop,56.32
2015-05-01,qbittorrent_qBittorrent,186.81
2015-05-01,qgis_QGIS,34.07
2015-05-01,qmk_qmk_firmware,1.63
2015-05-01,rails_rails,284.96
2015-05-01,rancher_rancher,23.3
2015-05-01,rapid7_metasploitframework,98.19
2015-05-01,redis_redis,37.35
2015-05-01,RocketChat_Rocket.Chat,8.96
2015-05-01,RPCS3_rpcs3,14.74
2015-05-01,rstudio_rstudio,15.22
2015-05-01,rustlang_rust,412.29
2015-05-01,scikitlearn_scikitlearn,125.33
2015-05-01,scipy_scipy,69.1
2015-05-01,spack_spack,4.51
2015-05-01,spyderide_spyder,60.3
2015-05-01,symfony_symfony,222.56
2015-05-01,systemd_systemd,0.54
2015-05-01,tgstation_tgstation,143.51
2015-05-01,Ultimaker_Cura,4.18
2015-05-01,webcompat_webbugs,42.58
2015-05-01,woocommerce_woocommerce,160.73
2015-05-01,xbmc_xbmc,154.89
2015-06-01,AdguardTeam_AdguardFilters,4.06
2015-06-01,angular_angular,214.79
2015-06-01,ankidroid_AnkiAndroid,13.18
2015-06-01,ansible_ansible,192.39
2015-06-01,antdesign_antdesign,5.25
2015-06-01,apache_airflow,15.58
2015-06-01,apache_flink,48.78
2015-06-01,apache_spark,349.31
2015-06-01,ArduPilot_ardupilot,85.04
2015-06-01,Automattic_jetpack,97.74
2015-06-01,Azure_azurepowershell,55.47
2015-06-01,Azure_azuresdkforjava,4.16
2015-06-01,Azure_azuresdkfornet,27.56
2015-06-01,Azure_azuresdkforpython,9.67
2015-06-01,bitcoin_bitcoin,102.76
2015-06-01,ceph_ceph,102.14
2015-06-01,CleverRaven_CataclysmDDA,121.0
2015-06-01,cmssw_cmssw,172.47
2015-06-01,cockroachdb_cockroach,62.56
2015-06-01,cypressio_cypress,2.71
2015-06-01,darktableorg_darktable,15.36
2015-06-01,DefinitelyTyped_DefinitelyTyped,141.92
2015-06-01,directus_directus,5.56
2015-06-01,dotnet_aspnetcore,47.76
2015-06-01,dotnet_AspNetCore.Docs,20.54
2015-06-01,dotnet_docs,2.69
2015-06-01,dotnet_efcore,77.74
2015-06-01,dotnet_roslyn,240.05
2015-06-01,elastic_elasticsearch,407.39
2015-06-01,elastic_kibana,292.42
2015-06-01,electron_electron,139.76
2015-06-01,facebook_react,180.79
2015-06-01,facebook_reactnative,241.03
2015-06-01,flutter_flutter,2.45
2015-06-01,gatsbyjs_gatsby,0.61
2015-06-01,getsentry_sentry,27.26
2015-06-01,godotengine_godot,108.42
2015-06-01,golang_go,179.11
2015-06-01,gradle_gradle,9.76
2015-06-01,grafana_grafana,135.54
2015-06-01,grpc_grpc,60.85
2015-06-01,hashicorp_vault,51.45
2015-06-01,homeassistant_core,19.14
2015-06-01,homeassistant_homeassistant.io,0.97
2015-06-01,Homebrew_homebrewcask,229.41
2015-06-01,influxdata_telegraf,5.71
2015-06-01,JetBrains_swot,99.52
2015-06-01,jitsi_jitsimeet,15.26
2015-06-01,jlord_patchwork,408.98
2015-06-01,joomla_joomlacms,217.0
2015-06-01,JuliaLang_julia,243.34
2015-06-01,keycloak_keycloak,17.67
2015-06-01,kubernetes_kubernetes,329.49
2015-06-01,laravel_framework,332.45
2015-06-01,magento_magento2,97.39
2015-06-01,MarlinFirmware_Marlin,131.12
2015-06-01,matplotlib_matplotlib,74.42
2015-06-01,matrixorg_synapse,6.93
2015-06-01,microsoft_TypeScript,240.96
2015-06-01,mrdoob_three.js,128.51
2015-06-01,mui_materialui,97.01
2015-06-01,neovim_neovim,155.66
2015-06-01,NixOS_nixpkgs,224.44
2015-06-01,nodejs_node,276.24
2015-06-01,obsproject_obsstudio,9.75
2015-06-01,odoo_odoo,276.37
2015-06-01,opencv_opencv,52.81
2015-06-01,openhab_openhabaddons,25.26
2015-06-01,openshift_openshiftdocs,22.61
2015-06-01,openssl_openssl,13.47
2015-06-01,pandasdev_pandas,151.92
2015-06-01,php_phpsrc,52.58
2015-06-01,postmanlabs_postmanappsupport,85.67
2015-06-01,PrestaShop_PrestaShop,68.0
2015-06-01,qbittorrent_qBittorrent,199.63
2015-06-01,qgis_QGIS,32.65
2015-06-01,qmk_qmk_firmware,3.15
2015-06-01,rails_rails,305.38
2015-06-01,rancher_rancher,41.95
2015-06-01,rapid7_metasploitframework,106.09
2015-06-01,redis_redis,38.88
2015-06-01,RocketChat_Rocket.Chat,32.96
2015-06-01,RPCS3_rpcs3,13.25
2015-06-01,rstudio_rstudio,11.66
2015-06-01,rustlang_rust,396.02
2015-06-01,scikitlearn_scikitlearn,128.4
2015-06-01,scipy_scipy,72.51
2015-06-01,spack_spack,6.1
2015-06-01,spyderide_spyder,65.03
2015-06-01,symfony_symfony,252.08
2015-06-01,systemd_systemd,56.69
2015-06-01,tgstation_tgstation,171.07
2015-06-01,Ultimaker_Cura,14.8
2015-06-01,webcompat_webbugs,40.39
2015-06-01,woocommerce_woocommerce,159.69
2015-06-01,xbmc_xbmc,159.79
2015-07-01,AdguardTeam_AdguardFilters,4.52
2015-07-01,angular_angular,255.51
2015-07-01,ankidroid_AnkiAndroid,17.28
2015-07-01,ansible_ansible,238.51
2015-07-01,antdesign_antdesign,18.59
2015-07-01,apache_airflow,28.17
2015-07-01,apache_flink,52.67
2015-07-01,apache_spark,389.56
2015-07-01,apache_superset,1.51
2015-07-01,ArduPilot_ardupilot,90.57
2015-07-01,Automattic_jetpack,95.15
2015-07-01,Azure_azurepowershell,58.51
2015-07-01,Azure_azuresdkforjava,3.1
2015-07-01,Azure_azuresdkfornet,35.25
2015-07-01,Azure_azuresdkforpython,9.46
2015-07-01,bitcoin_bitcoin,121.69
2015-07-01,ceph_ceph,102.16
2015-07-01,CleverRaven_CataclysmDDA,126.63
2015-07-01,cmssw_cmssw,181.89
2015-07-01,cockroachdb_cockroach,72.25
2015-07-01,cypressio_cypress,2.94
2015-07-01,darktableorg_darktable,17.79
2015-07-01,DefinitelyTyped_DefinitelyTyped,178.29
2015-07-01,directus_directus,6.56
2015-07-01,dotnet_aspnetcore,48.41
2015-07-01,dotnet_AspNetCore.Docs,23.64
2015-07-01,dotnet_docs,4.73
2015-07-01,dotnet_efcore,92.11
2015-07-01,dotnet_roslyn,249.7
2015-07-01,elastic_elasticsearch,444.39
2015-07-01,elastic_kibana,288.08
2015-07-01,electron_electron,162.48
2015-07-01,facebook_react,183.9
2015-07-01,facebook_reactnative,255.34
2015-07-01,flutter_engine,19.2
2015-07-01,flutter_flutter,1.15
2015-07-01,gatsbyjs_gatsby,1.98
2015-07-01,getsentry_sentry,31.06
2015-07-01,godotengine_godot,91.58
2015-07-01,golang_go,212.59
2015-07-01,gradle_gradle,14.38
2015-07-01,grafana_grafana,130.94
2015-07-01,grpc_grpc,72.33
2015-07-01,hashicorp_vault,58.11
2015-07-01,homeassistant_core,18.71
2015-07-01,homeassistant_frontend,1.4
2015-07-01,homeassistant_homeassistant.io,0.81
2015-07-01,Homebrew_homebrewcask,222.57
2015-07-01,influxdata_telegraf,15.45
2015-07-01,JetBrains_swot,83.75
2015-07-01,jitsi_jitsimeet,10.89
2015-07-01,jlord_patchwork,418.34
2015-07-01,joomla_joomlacms,239.22
2015-07-01,JuliaLang_julia,251.99
2015-07-01,keycloak_keycloak,20.51
2015-07-01,kubernetes_kubernetes,410.36
2015-07-01,laravel_framework,296.25
2015-07-01,magento_magento2,125.29
2015-07-01,MarlinFirmware_Marlin,144.08
2015-07-01,matplotlib_matplotlib,105.57
2015-07-01,matrixorg_synapse,5.78
2015-07-01,microsoft_TypeScript,275.11
2015-07-01,mrdoob_three.js,140.72
2015-07-01,mui_materialui,124.79
2015-07-01,neovim_neovim,166.55
2015-07-01,NixOS_nixpkgs,230.44
2015-07-01,nodejs_node,269.36
2015-07-01,obsproject_obsstudio,10.68
2015-07-01,odoo_odoo,277.96
2015-07-01,opencv_opencv,52.84
2015-07-01,openhab_openhabaddons,18.93
2015-07-01,openshift_openshiftdocs,26.25
2015-07-01,openssl_openssl,14.56
2015-07-01,pandasdev_pandas,161.17
2015-07-01,php_phpsrc,51.54
2015-07-01,postmanlabs_postmanappsupport,107.9
2015-07-01,ppy_osu,0.54
2015-07-01,PrestaShop_PrestaShop,75.05
2015-07-01,qbittorrent_qBittorrent,224.79
2015-07-01,qgis_QGIS,32.26
2015-07-01,qmk_qmk_firmware,3.12
2015-07-01,rails_rails,290.22
2015-07-01,rancher_rancher,62.87
2015-07-01,rapid7_metasploitframework,114.42
2015-07-01,redis_redis,49.52
2015-07-01,RocketChat_Rocket.Chat,36.55
2015-07-01,RPCS3_rpcs3,17.13
2015-07-01,rstudio_rstudio,12.09
2015-07-01,rustlang_rust,427.73
2015-07-01,scikitlearn_scikitlearn,141.31
2015-07-01,scipy_scipy,73.48
2015-07-01,spack_spack,6.17
2015-07-01,spyderide_spyder,71.93
2015-07-01,symfony_symfony,258.34
2015-07-01,systemd_systemd,112.53
2015-07-01,termux_termuxpackages,0.8
2015-07-01,tgstation_tgstation,181.66
2015-07-01,Ultimaker_Cura,60.87
2015-07-01,webcompat_webbugs,41.75
2015-07-01,woocommerce_woocommerce,160.55
2015-07-01,xbmc_xbmc,189.75
2015-08-01,AdguardTeam_AdguardFilters,4.0
2015-08-01,angular_angular,279.23
2015-08-01,ankidroid_AnkiAndroid,27.79
2015-08-01,ansible_ansible,253.95
2015-08-01,antdesign_antdesign,41.15
2015-08-01,apache_airflow,38.2
2015-08-01,apache_flink,59.5
2015-08-01,apache_spark,403.17
2015-08-01,apache_superset,1.8
2015-08-01,ArduPilot_ardupilot,94.28
2015-08-01,Automattic_jetpack,105.74
2015-08-01,Azure_azurepowershell,66.38
2015-08-01,Azure_azurerestapispecs,1.69
2015-08-01,Azure_azuresdkforjava,7.51
2015-08-01,Azure_azuresdkfornet,30.83
2015-08-01,Azure_azuresdkforpython,10.37
2015-08-01,bitcoin_bitcoin,130.63
2015-08-01,ceph_ceph,107.71
2015-08-01,CleverRaven_CataclysmDDA,127.23
2015-08-01,cmssw_cmssw,195.45
2015-08-01,cockroachdb_cockroach,83.45
2015-08-01,cypressio_cypress,2.01
2015-08-01,darktableorg_darktable,17.87
2015-08-01,DefinitelyTyped_DefinitelyTyped,208.4
2015-08-01,directus_directus,7.24
2015-08-01,dotnet_aspnetcore,46.03
2015-08-01,dotnet_AspNetCore.Docs,28.38
2015-08-01,dotnet_docs,6.56
2015-08-01,dotnet_efcore,105.36
2015-08-01,dotnet_roslyn,272.81
2015-08-01,elastic_elasticsearch,477.52
