issues_and_change_request_active.Time,issues_and_change_request_active,issues_and_change_request_active.name
2015-01-01,81.0,AdguardTeam_AdguardFilters
2015-01-01,204.0,angular_angular
2015-01-01,45.0,ankidroid_AnkiAndroid
2015-01-01,375.0,ansible_ansible
2015-01-01,99.0,apache_flink
2015-01-01,628.0,apache_spark
2015-01-01,184.0,ArduPilot_ardupilot
2015-01-01,203.0,Automattic_jetpack
2015-01-01,65.0,Azure_azurepowershell
2015-01-01,8.0,Azure_azuresdkforjava
2015-01-01,63.0,Azure_azuresdkfornet
2015-01-01,11.0,Azure_azuresdkforpython
2015-01-01,265.0,bitcoin_bitcoin
2015-01-01,351.0,ceph_ceph
2015-01-01,447.0,CleverRaven_CataclysmDDA
2015-01-01,558.0,cmssw_cmssw
2015-01-01,58.0,cockroachdb_cockroach
2015-01-01,39.0,darktableorg_darktable
2015-01-01,209.0,DefinitelyTyped_DefinitelyTyped
2015-01-01,82.0,directus_directus
2015-01-01,75.0,dotnet_aspnetcore
2015-01-01,269.0,dotnet_efcore
2015-01-01,190.0,dotnet_roslyn
2015-01-01,577.0,elastic_elasticsearch
2015-01-01,474.0,elastic_kibana
2015-01-01,153.0,electron_electron
2015-01-01,315.0,facebook_react
2015-01-01,75.0,getsentry_sentry
2015-01-01,328.0,godotengine_godot
2015-01-01,413.0,golang_go
2015-01-01,21.0,gradle_gradle
2015-01-01,190.0,grafana_grafana
2015-01-01,10.0,homeassistant_core
2015-01-01,853.0,Homebrew_homebrewcask
2015-01-01,121.0,JetBrains_swot
2015-01-01,17.0,jitsi_jitsimeet
2015-01-01,364.0,jlord_patchwork
2015-01-01,540.0,joomla_joomlacms
2015-01-01,677.0,JuliaLang_julia
2015-01-01,42.0,keycloak_keycloak
2015-01-01,1042.0,kubernetes_kubernetes
2015-01-01,504.0,laravel_framework
2015-01-01,305.0,magento_magento2
2015-01-01,203.0,MarlinFirmware_Marlin
2015-01-01,154.0,matplotlib_matplotlib
2015-01-01,17.0,matrixorg_synapse
2015-01-01,409.0,microsoft_TypeScript
2015-01-01,237.0,mrdoob_three.js
2015-01-01,131.0,mui_materialui
2015-01-01,224.0,neovim_neovim
2015-01-01,723.0,NixOS_nixpkgs
2015-01-01,523.0,nodejs_node
2015-01-01,31.0,obsproject_obsstudio
2015-01-01,838.0,odoo_odoo
2015-01-01,112.0,opencv_opencv
2015-01-01,39.0,openhab_openhabaddons
2015-01-01,56.0,openshift_openshiftdocs
2015-01-01,21.0,openssl_openssl
2015-01-01,365.0,pandasdev_pandas
2015-01-01,99.0,php_phpsrc
2015-01-01,77.0,postmanlabs_postmanappsupport
2015-01-01,83.0,PrestaShop_PrestaShop
2015-01-01,187.0,qbittorrent_qBittorrent
2015-01-01,139.0,qgis_QGIS
2015-01-01,2.0,qmk_qmk_firmware
2015-01-01,771.0,rails_rails
2015-01-01,52.0,rancher_rancher
2015-01-01,278.0,rapid7_metasploitframework
2015-01-01,139.0,redis_redis
2015-01-01,44.0,RPCS3_rpcs3
2015-01-01,34.0,rstudio_rstudio
2015-01-01,2502.0,rustlang_rust
2015-01-01,314.0,scikitlearn_scikitlearn
2015-01-01,212.0,scipy_scipy
2015-01-01,8.0,spack_spack
2015-01-01,611.0,symfony_symfony
2015-01-01,930.0,tgstation_tgstation
2015-01-01,193.0,webcompat_webbugs
2015-01-01,326.0,woocommerce_woocommerce
2015-01-01,326.0,xbmc_xbmc
2015-02-01,60.0,AdguardTeam_AdguardFilters
2015-02-01,376.0,angular_angular
2015-02-01,21.0,ankidroid_AnkiAndroid
2015-02-01,405.0,ansible_ansible
2015-02-01,116.0,apache_flink
2015-02-01,790.0,apache_spark
2015-02-01,156.0,ArduPilot_ardupilot
2015-02-01,181.0,Automattic_jetpack
2015-02-01,90.0,Azure_azurepowershell
2015-02-01,10.0,Azure_azuresdkforjava
2015-02-01,56.0,Azure_azuresdkfornet
2015-02-01,37.0,Azure_azuresdkforpython
2015-02-01,216.0,bitcoin_bitcoin
2015-02-01,355.0,ceph_ceph
2015-02-01,410.0,CleverRaven_CataclysmDDA
2015-02-01,593.0,cmssw_cmssw
2015-02-01,74.0,cockroachdb_cockroach
2015-02-01,35.0,darktableorg_darktable
2015-02-01,231.0,DefinitelyTyped_DefinitelyTyped
2015-02-01,70.0,directus_directus
2015-02-01,63.0,dotnet_aspnetcore
2015-02-01,1.0,dotnet_AspNetCore.Docs
2015-02-01,318.0,dotnet_efcore
2015-02-01,852.0,dotnet_roslyn
2015-02-01,649.0,elastic_elasticsearch
2015-02-01,545.0,elastic_kibana
2015-02-01,150.0,electron_electron
2015-02-01,449.0,facebook_react
2015-02-01,48.0,getsentry_sentry
2015-02-01,191.0,godotengine_godot
2015-02-01,449.0,golang_go
2015-02-01,25.0,gradle_gradle
2015-02-01,198.0,grafana_grafana
2015-02-01,80.0,grpc_grpc
2015-02-01,18.0,homeassistant_core
2015-02-01,1.0,homeassistant_homeassistant.io
2015-02-01,497.0,Homebrew_homebrewcask
2015-02-01,215.0,JetBrains_swot
2015-02-01,21.0,jitsi_jitsimeet
2015-02-01,448.0,jlord_patchwork
2015-02-01,462.0,joomla_joomlacms
2015-02-01,593.0,JuliaLang_julia
2015-02-01,66.0,keycloak_keycloak
2015-02-01,1250.0,kubernetes_kubernetes
2015-02-01,560.0,laravel_framework
2015-02-01,153.0,magento_magento2
2015-02-01,141.0,MarlinFirmware_Marlin
2015-02-01,213.0,matplotlib_matplotlib
2015-02-01,52.0,matrixorg_synapse
2015-02-01,431.0,microsoft_TypeScript
2015-02-01,198.0,mrdoob_three.js
2015-02-01,114.0,mui_materialui
2015-02-01,244.0,neovim_neovim
2015-02-01,656.0,NixOS_nixpkgs
2015-02-01,448.0,nodejs_node
2015-02-01,40.0,obsproject_obsstudio
2015-02-01,712.0,odoo_odoo
2015-02-01,131.0,opencv_opencv
2015-02-01,36.0,openhab_openhabaddons
2015-02-01,93.0,openshift_openshiftdocs
2015-02-01,20.0,openssl_openssl
2015-02-01,266.0,pandasdev_pandas
2015-02-01,142.0,php_phpsrc
2015-02-01,65.0,postmanlabs_postmanappsupport
2015-02-01,126.0,PrestaShop_PrestaShop
2015-02-01,242.0,qbittorrent_qBittorrent
2015-02-01,77.0,qgis_QGIS
2015-02-01,672.0,rails_rails
2015-02-01,81.0,rancher_rancher
2015-02-01,264.0,rapid7_metasploitframework
2015-02-01,129.0,redis_redis
2015-02-01,43.0,RPCS3_rpcs3
2015-02-01,34.0,rstudio_rstudio
2015-02-01,1786.0,rustlang_rust
2015-02-01,227.0,scikitlearn_scikitlearn
2015-02-01,162.0,scipy_scipy
2015-02-01,5.0,spack_spack
2015-02-01,2202.0,spyderide_spyder
2015-02-01,469.0,symfony_symfony
2015-02-01,729.0,tgstation_tgstation
2015-02-01,113.0,webcompat_webbugs
2015-02-01,373.0,woocommerce_woocommerce
2015-02-01,361.0,xbmc_xbmc
2015-03-01,67.0,AdguardTeam_AdguardFilters
2015-03-01,426.0,angular_angular
2015-03-01,47.0,ankidroid_AnkiAndroid
2015-03-01,367.0,ansible_ansible
2015-03-01,128.0,apache_flink
2015-03-01,660.0,apache_spark
2015-03-01,164.0,ArduPilot_ardupilot
2015-03-01,267.0,Automattic_jetpack
2015-03-01,126.0,Azure_azurepowershell
2015-03-01,8.0,Azure_azuresdkforjava
2015-03-01,68.0,Azure_azuresdkfornet
2015-03-01,51.0,Azure_azuresdkforpython
2015-03-01,220.0,bitcoin_bitcoin
2015-03-01,468.0,ceph_ceph
2015-03-01,527.0,CleverRaven_CataclysmDDA
2015-03-01,756.0,cmssw_cmssw
2015-03-01,177.0,cockroachdb_cockroach
2015-03-01,10.0,cypressio_cypress
2015-03-01,18.0,darktableorg_darktable
2015-03-01,305.0,DefinitelyTyped_DefinitelyTyped
2015-03-01,98.0,directus_directus
2015-03-01,147.0,dotnet_aspnetcore
2015-03-01,4.0,dotnet_AspNetCore.Docs
2015-03-01,324.0,dotnet_efcore
2015-03-01,995.0,dotnet_roslyn
2015-03-01,703.0,elastic_elasticsearch
2015-03-01,454.0,elastic_kibana
2015-03-01,232.0,electron_electron
2015-03-01,396.0,facebook_react
2015-03-01,387.0,facebook_reactnative
2015-03-01,1.0,flutter_flutter
2015-03-01,58.0,getsentry_sentry
2015-03-01,190.0,godotengine_godot
2015-03-01,415.0,golang_go
2015-03-01,33.0,gradle_gradle
2015-03-01,222.0,grafana_grafana
2015-03-01,334.0,grpc_grpc
2015-03-01,43.0,homeassistant_core
2015-03-01,2.0,homeassistant_homeassistant.io
2015-03-01,589.0,Homebrew_homebrewcask
2015-03-01,180.0,JetBrains_swot
2015-03-01,36.0,jitsi_jitsimeet
2015-03-01,472.0,jlord_patchwork
2015-03-01,643.0,joomla_joomlacms
2015-03-01,551.0,JuliaLang_julia
2015-03-01,103.0,keycloak_keycloak
2015-03-01,1785.0,kubernetes_kubernetes
2015-03-01,508.0,laravel_framework
2015-03-01,173.0,magento_magento2
2015-03-01,276.0,MarlinFirmware_Marlin
2015-03-01,188.0,matplotlib_matplotlib
2015-03-01,27.0,matrixorg_synapse
2015-03-01,570.0,microsoft_TypeScript
2015-03-01,232.0,mrdoob_three.js
2015-03-01,145.0,mui_materialui
2015-03-01,366.0,neovim_neovim
2015-03-01,684.0,NixOS_nixpkgs
2015-03-01,423.0,nodejs_node
2015-03-01,26.0,obsproject_obsstudio
2015-03-01,792.0,odoo_odoo
2015-03-01,167.0,opencv_opencv
2015-03-01,44.0,openhab_openhabaddons
2015-03-01,78.0,openshift_openshiftdocs
2015-03-01,42.0,openssl_openssl
2015-03-01,360.0,pandasdev_pandas
2015-03-01,149.0,php_phpsrc
2015-03-01,76.0,postmanlabs_postmanappsupport
2015-03-01,290.0,PrestaShop_PrestaShop
2015-03-01,262.0,qbittorrent_qBittorrent
2015-03-01,48.0,qgis_QGIS
2015-03-01,5.0,qmk_qmk_firmware
2015-03-01,709.0,rails_rails
2015-03-01,289.0,rancher_rancher
2015-03-01,264.0,rapid7_metasploitframework
2015-03-01,85.0,redis_redis
2015-03-01,28.0,RPCS3_rpcs3
2015-03-01,49.0,rstudio_rstudio
2015-03-01,1449.0,rustlang_rust
2015-03-01,287.0,scikitlearn_scikitlearn
2015-03-01,167.0,scipy_scipy
2015-03-01,8.0,spack_spack
2015-03-01,148.0,spyderide_spyder
2015-03-01,491.0,symfony_symfony
2015-03-01,2.0,systemd_systemd
2015-03-01,784.0,tgstation_tgstation
2015-03-01,118.0,webcompat_webbugs
2015-03-01,361.0,woocommerce_woocommerce
2015-03-01,398.0,xbmc_xbmc
2015-04-01,107.0,AdguardTeam_AdguardFilters
2015-04-01,557.0,angular_angular
2015-04-01,41.0,ankidroid_AnkiAndroid
2015-04-01,457.0,ansible_ansible
2015-04-01,126.0,apache_flink
2015-04-01,786.0,apache_spark
2015-04-01,269.0,ArduPilot_ardupilot
2015-04-01,294.0,Automattic_jetpack
2015-04-01,55.0,Azure_azurepowershell
2015-04-01,12.0,Azure_azuresdkforjava
2015-04-01,58.0,Azure_azuresdkfornet
2015-04-01,26.0,Azure_azuresdkforpython
2015-04-01,216.0,bitcoin_bitcoin
2015-04-01,381.0,ceph_ceph
2015-04-01,482.0,CleverRaven_CataclysmDDA
2015-04-01,391.0,cmssw_cmssw
2015-04-01,375.0,cockroachdb_cockroach
2015-04-01,25.0,cypressio_cypress
2015-04-01,15.0,darktableorg_darktable
2015-04-01,305.0,DefinitelyTyped_DefinitelyTyped
2015-04-01,28.0,directus_directus
2015-04-01,128.0,dotnet_aspnetcore
2015-04-01,175.0,dotnet_AspNetCore.Docs
2015-04-01,210.0,dotnet_efcore
2015-04-01,972.0,dotnet_roslyn
2015-04-01,908.0,elastic_elasticsearch
2015-04-01,414.0,elastic_kibana
2015-04-01,262.0,electron_electron
2015-04-01,391.0,facebook_react
2015-04-01,728.0,facebook_reactnative
2015-04-01,5.0,flutter_flutter
2015-04-01,71.0,getsentry_sentry
2015-04-01,262.0,godotengine_godot
2015-04-01,669.0,golang_go
2015-04-01,34.0,gradle_gradle
2015-04-01,342.0,grafana_grafana
2015-04-01,331.0,grpc_grpc
2015-04-01,77.0,hashicorp_vault
2015-04-01,34.0,homeassistant_core
2015-04-01,3.0,homeassistant_homeassistant.io
2015-04-01,643.0,Homebrew_homebrewcask
2015-04-01,172.0,JetBrains_swot
2015-04-01,31.0,jitsi_jitsimeet
2015-04-01,475.0,jlord_patchwork
2015-04-01,405.0,joomla_joomlacms
2015-04-01,598.0,JuliaLang_julia
2015-04-01,98.0,keycloak_keycloak
2015-04-01,1723.0,kubernetes_kubernetes
2015-04-01,502.0,laravel_framework
2015-04-01,114.0,magento_magento2
2015-04-01,315.0,MarlinFirmware_Marlin
2015-04-01,144.0,matplotlib_matplotlib
2015-04-01,23.0,matrixorg_synapse
2015-04-01,651.0,microsoft_TypeScript
2015-04-01,224.0,mrdoob_three.js
2015-04-01,158.0,mui_materialui
2015-04-01,377.0,neovim_neovim
2015-04-01,695.0,NixOS_nixpkgs
2015-04-01,373.0,nodejs_node
2015-04-01,15.0,obsproject_obsstudio
2015-04-01,847.0,odoo_odoo
2015-04-01,107.0,opencv_opencv
2015-04-01,58.0,openhab_openhabaddons
2015-04-01,82.0,openshift_openshiftdocs
2015-04-01,19.0,openssl_openssl
2015-04-01,415.0,pandasdev_pandas
2015-04-01,70.0,php_phpsrc
2015-04-01,83.0,postmanlabs_postmanappsupport
2015-04-01,212.0,PrestaShop_PrestaShop
2015-04-01,192.0,qbittorrent_qBittorrent
2015-04-01,57.0,qgis_QGIS
2015-04-01,5.0,qmk_qmk_firmware
2015-04-01,547.0,rails_rails
2015-04-01,365.0,rancher_rancher
2015-04-01,304.0,rapid7_metasploitframework
2015-04-01,94.0,redis_redis
2015-04-01,31.0,RPCS3_rpcs3
2015-04-01,33.0,rstudio_rstudio
2015-04-01,1834.0,rustlang_rust
2015-04-01,283.0,scikitlearn_scikitlearn
2015-04-01,197.0,scipy_scipy
2015-04-01,13.0,spack_spack
2015-04-01,206.0,spyderide_spyder
2015-04-01,552.0,symfony_symfony
2015-04-01,1.0,systemd_systemd
2015-04-01,776.0,tgstation_tgstation
2015-04-01,243.0,webcompat_webbugs
2015-04-01,289.0,woocommerce_woocommerce
2015-04-01,263.0,xbmc_xbmc
2015-05-01,92.0,AdguardTeam_AdguardFilters
2015-05-01,742.0,angular_angular
2015-05-01,20.0,ankidroid_AnkiAndroid
2015-05-01,388.0,ansible_ansible
2015-05-01,3.0,antdesign_antdesign
2015-05-01,138.0,apache_flink
2015-05-01,925.0,apache_spark
2015-05-01,250.0,ArduPilot_ardupilot
2015-05-01,240.0,Automattic_jetpack
2015-05-01,112.0,Azure_azurepowershell
2015-05-01,12.0,Azure_azuresdkforjava
2015-05-01,68.0,Azure_azuresdkfornet
2015-05-01,29.0,Azure_azuresdkforpython
2015-05-01,272.0,bitcoin_bitcoin
2015-05-01,432.0,ceph_ceph
2015-05-01,355.0,CleverRaven_CataclysmDDA
2015-05-01,541.0,cmssw_cmssw
2015-05-01,345.0,cockroachdb_cockroach
2015-05-01,8.0,cypressio_cypress
2015-05-01,31.0,darktableorg_darktable
2015-05-01,325.0,DefinitelyTyped_DefinitelyTyped
2015-05-01,43.0,directus_directus
2015-05-01,162.0,dotnet_aspnetcore
2015-05-01,145.0,dotnet_AspNetCore.Docs
2015-05-01,6.0,dotnet_docs
2015-05-01,316.0,dotnet_efcore
2015-05-01,1028.0,dotnet_roslyn
2015-05-01,780.0,elastic_elasticsearch
2015-05-01,480.0,elastic_kibana
2015-05-01,378.0,electron_electron
2015-05-01,312.0,facebook_react
2015-05-01,694.0,facebook_reactnative
2015-05-01,20.0,flutter_flutter
2015-05-01,1.0,gatsbyjs_gatsby
2015-05-01,112.0,getsentry_sentry
2015-05-01,312.0,godotengine_godot
2015-05-01,608.0,golang_go
2015-05-01,35.0,gradle_gradle
2015-05-01,268.0,grafana_grafana
2015-05-01,477.0,grpc_grpc
2015-05-01,191.0,hashicorp_vault
2015-05-01,54.0,homeassistant_core
2015-05-01,11.0,homeassistant_homeassistant.io
2015-05-01,569.0,Homebrew_homebrewcask
2015-05-01,180.0,JetBrains_swot
2015-05-01,30.0,jitsi_jitsimeet
2015-05-01,512.0,jlord_patchwork
2015-05-01,441.0,joomla_joomlacms
2015-05-01,675.0,JuliaLang_julia
2015-05-01,99.0,keycloak_keycloak
2015-05-01,1815.0,kubernetes_kubernetes
2015-05-01,483.0,laravel_framework
2015-05-01,160.0,magento_magento2
2015-05-01,300.0,MarlinFirmware_Marlin
2015-05-01,147.0,matplotlib_matplotlib
2015-05-01,37.0,matrixorg_synapse
2015-05-01,525.0,microsoft_TypeScript
2015-05-01,194.0,mrdoob_three.js
2015-05-01,185.0,mui_materialui
2015-05-01,341.0,neovim_neovim
2015-05-01,602.0,NixOS_nixpkgs
2015-05-01,422.0,nodejs_node
2015-05-01,12.0,obsproject_obsstudio
2015-05-01,567.0,odoo_odoo
2015-05-01,122.0,opencv_opencv
2015-05-01,87.0,openhab_openhabaddons
2015-05-01,99.0,openshift_openshiftdocs
2015-05-01,49.0,openssl_openssl
2015-05-01,397.0,pandasdev_pandas
2015-05-01,87.0,php_phpsrc
2015-05-01,105.0,postmanlabs_postmanappsupport
2015-05-01,173.0,PrestaShop_PrestaShop
2015-05-01,283.0,qbittorrent_qBittorrent
2015-05-01,109.0,qgis_QGIS
2015-05-01,2.0,qmk_qmk_firmware
2015-05-01,591.0,rails_rails
2015-05-01,437.0,rancher_rancher
2015-05-01,229.0,rapid7_metasploitframework
2015-05-01,80.0,redis_redis
2015-05-01,83.0,RocketChat_Rocket.Chat
2015-05-01,41.0,RPCS3_rpcs3
2015-05-01,34.0,rstudio_rstudio
2015-05-01,1307.0,rustlang_rust
2015-05-01,227.0,scikitlearn_scikitlearn
2015-05-01,231.0,scipy_scipy
2015-05-01,13.0,spack_spack
2015-05-01,121.0,spyderide_spyder
2015-05-01,476.0,symfony_symfony
2015-05-01,1.0,systemd_systemd
2015-05-01,747.0,tgstation_tgstation
2015-05-01,14.0,Ultimaker_Cura
2015-05-01,271.0,webcompat_webbugs
2015-05-01,239.0,woocommerce_woocommerce
2015-05-01,297.0,xbmc_xbmc
2015-06-01,83.0,AdguardTeam_AdguardFilters
2015-06-01,790.0,angular_angular
2015-06-01,46.0,ankidroid_AnkiAndroid
2015-06-01,593.0,ansible_ansible
2015-06-01,23.0,antdesign_antdesign
2015-06-01,96.0,apache_airflow
2015-06-01,161.0,apache_flink
2015-06-01,840.0,apache_spark
2015-06-01,189.0,ArduPilot_ardupilot
2015-06-01,272.0,Automattic_jetpack
2015-06-01,146.0,Azure_azurepowershell
2015-06-01,9.0,Azure_azuresdkforjava
2015-06-01,77.0,Azure_azuresdkfornet
2015-06-01,42.0,Azure_azuresdkforpython
2015-06-01,265.0,bitcoin_bitcoin
2015-06-01,387.0,ceph_ceph
2015-06-01,360.0,CleverRaven_CataclysmDDA
2015-06-01,729.0,cmssw_cmssw
2015-06-01,417.0,cockroachdb_cockroach
2015-06-01,13.0,cypressio_cypress
2015-06-01,22.0,darktableorg_darktable
2015-06-01,329.0,DefinitelyTyped_DefinitelyTyped
2015-06-01,44.0,directus_directus
2015-06-01,104.0,dotnet_aspnetcore
2015-06-01,65.0,dotnet_AspNetCore.Docs
2015-06-01,14.0,dotnet_docs
2015-06-01,317.0,dotnet_efcore
2015-06-01,783.0,dotnet_roslyn
2015-06-01,799.0,elastic_elasticsearch
2015-06-01,529.0,elastic_kibana
2015-06-01,353.0,electron_electron
2015-06-01,388.0,facebook_react
2015-06-01,593.0,facebook_reactnative
2015-06-01,5.0,flutter_flutter
2015-06-01,7.0,gatsbyjs_gatsby
2015-06-01,59.0,getsentry_sentry
2015-06-01,253.0,godotengine_godot
2015-06-01,842.0,golang_go
2015-06-01,11.0,gradle_gradle
2015-06-01,281.0,grafana_grafana
2015-06-01,481.0,grpc_grpc
2015-06-01,132.0,hashicorp_vault
2015-06-01,52.0,homeassistant_core
2015-06-01,7.0,homeassistant_homeassistant.io
2015-06-01,831.0,Homebrew_homebrewcask
2015-06-01,24.0,influxdata_telegraf
2015-06-01,125.0,JetBrains_swot
2015-06-01,24.0,jitsi_jitsimeet
2015-06-01,534.0,jlord_patchwork
2015-06-01,410.0,joomla_joomlacms
2015-06-01,705.0,JuliaLang_julia
2015-06-01,120.0,keycloak_keycloak
2015-06-01,2014.0,kubernetes_kubernetes
2015-06-01,638.0,laravel_framework
2015-06-01,184.0,magento_magento2
2015-06-01,247.0,MarlinFirmware_Marlin
2015-06-01,169.0,matplotlib_matplotlib
2015-06-01,24.0,matrixorg_synapse
2015-06-01,579.0,microsoft_TypeScript
2015-06-01,194.0,mrdoob_three.js
2015-06-01,395.0,mui_materialui
2015-06-01,249.0,neovim_neovim
2015-06-01,650.0,NixOS_nixpkgs
2015-06-01,396.0,nodejs_node
2015-06-01,10.0,obsproject_obsstudio
2015-06-01,798.0,odoo_odoo
2015-06-01,104.0,opencv_opencv
2015-06-01,40.0,openhab_openhabaddons
2015-06-01,253.0,openshift_openshiftdocs
2015-06-01,32.0,openssl_openssl
2015-06-01,381.0,pandasdev_pandas
2015-06-01,91.0,php_phpsrc
2015-06-01,171.0,postmanlabs_postmanappsupport
2015-06-01,239.0,PrestaShop_PrestaShop
2015-06-01,499.0,qbittorrent_qBittorrent
2015-06-01,111.0,qgis_QGIS
2015-06-01,7.0,qmk_qmk_firmware
2015-06-01,639.0,rails_rails
2015-06-01,599.0,rancher_rancher
2015-06-01,258.0,rapid7_metasploitframework
2015-06-01,79.0,redis_redis
2015-06-01,199.0,RocketChat_Rocket.Chat
2015-06-01,30.0,RPCS3_rpcs3
2015-06-01,20.0,rstudio_rstudio
2015-06-01,1152.0,rustlang_rust
2015-06-01,231.0,scikitlearn_scikitlearn
2015-06-01,152.0,scipy_scipy
2015-06-01,34.0,spack_spack
2015-06-01,110.0,spyderide_spyder
2015-06-01,549.0,symfony_symfony
2015-06-01,435.0,systemd_systemd
2015-06-01,732.0,tgstation_tgstation
2015-06-01,64.0,Ultimaker_Cura
2015-06-01,252.0,webcompat_webbugs
2015-06-01,280.0,woocommerce_woocommerce
2015-06-01,195.0,xbmc_xbmc
2015-07-01,68.0,AdguardTeam_AdguardFilters
2015-07-01,812.0,angular_angular
2015-07-01,58.0,ankidroid_AnkiAndroid
2015-07-01,1031.0,ansible_ansible
2015-07-01,83.0,antdesign_antdesign
2015-07-01,122.0,apache_airflow
2015-07-01,131.0,apache_flink
2015-07-01,1007.0,apache_spark
2015-07-01,11.0,apache_superset
2015-07-01,244.0,ArduPilot_ardupilot
2015-07-01,226.0,Automattic_jetpack
2015-07-01,182.0,Azure_azurepowershell
2015-07-01,6.0,Azure_azuresdkforjava
2015-07-01,137.0,Azure_azuresdkfornet
2015-07-01,30.0,Azure_azuresdkforpython
2015-07-01,271.0,bitcoin_bitcoin
2015-07-01,479.0,ceph_ceph
2015-07-01,398.0,CleverRaven_CataclysmDDA
2015-07-01,685.0,cmssw_cmssw
2015-07-01,345.0,cockroachdb_cockroach
2015-07-01,12.0,cypressio_cypress
2015-07-01,31.0,darktableorg_darktable
2015-07-01,466.0,DefinitelyTyped_DefinitelyTyped
2015-07-01,69.0,directus_directus
2015-07-01,144.0,dotnet_aspnetcore
2015-07-01,77.0,dotnet_AspNetCore.Docs
2015-07-01,4.0,dotnet_docs
2015-07-01,366.0,dotnet_efcore
2015-07-01,653.0,dotnet_roslyn
2015-07-01,891.0,elastic_elasticsearch
2015-07-01,350.0,elastic_kibana
2015-07-01,435.0,electron_electron
2015-07-01,433.0,facebook_react
2015-07-01,596.0,facebook_reactnative
2015-07-01,421.0,flutter_engine
2015-07-01,1.0,flutter_flutter
2015-07-01,10.0,gatsbyjs_gatsby
2015-07-01,104.0,getsentry_sentry
2015-07-01,146.0,godotengine_godot
2015-07-01,838.0,golang_go
2015-07-01,23.0,gradle_gradle
2015-07-01,242.0,grafana_grafana
2015-07-01,636.0,grpc_grpc
2015-07-01,113.0,hashicorp_vault
2015-07-01,42.0,homeassistant_core
2015-07-01,3.0,homeassistant_frontend
2015-07-01,3.0,homeassistant_homeassistant.io
2015-07-01,800.0,Homebrew_homebrewcask
2015-07-01,59.0,influxdata_telegraf
2015-07-01,100.0,JetBrains_swot
2015-07-01,38.0,jitsi_jitsimeet
2015-07-01,524.0,jlord_patchwork
2015-07-01,500.0,joomla_joomlacms
2015-07-01,730.0,JuliaLang_julia
2015-07-01,104.0,keycloak_keycloak
2015-07-01,2063.0,kubernetes_kubernetes
2015-07-01,458.0,laravel_framework
2015-07-01,277.0,magento_magento2
2015-07-01,261.0,MarlinFirmware_Marlin
2015-07-01,394.0,matplotlib_matplotlib
2015-07-01,19.0,matrixorg_synapse
2015-07-01,638.0,microsoft_TypeScript
2015-07-01,336.0,mrdoob_three.js
2015-07-01,401.0,mui_materialui
2015-07-01,280.0,neovim_neovim
2015-07-01,656.0,NixOS_nixpkgs
2015-07-01,320.0,nodejs_node
2015-07-01,27.0,obsproject_obsstudio
2015-07-01,764.0,odoo_odoo
2015-07-01,961.0,opencv_opencv
2015-07-01,35.0,openhab_openhabaddons
2015-07-01,205.0,openshift_openshiftdocs
2015-07-01,58.0,openssl_openssl
2015-07-01,386.0,pandasdev_pandas
2015-07-01,88.0,php_phpsrc
2015-07-01,298.0,postmanlabs_postmanappsupport
2015-07-01,1.0,ppy_osu
2015-07-01,302.0,PrestaShop_PrestaShop
2015-07-01,315.0,qbittorrent_qBittorrent
2015-07-01,54.0,qgis_QGIS
2015-07-01,2.0,qmk_qmk_firmware
2015-07-01,520.0,rails_rails
2015-07-01,464.0,rancher_rancher
2015-07-01,233.0,rapid7_metasploitframework
2015-07-01,91.0,redis_redis
2015-07-01,159.0,RocketChat_Rocket.Chat
2015-07-01,43.0,RPCS3_rpcs3
2015-07-01,22.0,rstudio_rstudio
2015-07-01,1116.0,rustlang_rust
2015-07-01,258.0,scikitlearn_scikitlearn
2015-07-01,176.0,scipy_scipy
2015-07-01,16.0,spack_spack
2015-07-01,135.0,spyderide_spyder
2015-07-01,396.0,symfony_symfony
2015-07-01,445.0,systemd_systemd
2015-07-01,2.0,termux_termuxpackages
2015-07-01,841.0,tgstation_tgstation
2015-07-01,147.0,Ultimaker_Cura
2015-07-01,284.0,webcompat_webbugs
2015-07-01,257.0,woocommerce_woocommerce
2015-07-01,441.0,xbmc_xbmc
2015-08-01,51.0,AdguardTeam_AdguardFilters
2015-08-01,763.0,angular_angular
2015-08-01,69.0,ankidroid_AnkiAndroid
2015-08-01,547.0,ansible_ansible
2015-08-01,137.0,antdesign_antdesign
2015-08-01,145.0,apache_airflow
2015-08-01,157.0,apache_flink
2015-08-01,917.0,apache_spark
2015-08-01,8.0,apache_superset
2015-08-01,249.0,ArduPilot_ardupilot
2015-08-01,331.0,Automattic_jetpack
2015-08-01,193.0,Azure_azurepowershell
2015-08-01,10.0,Azure_azurerestapispecs
2015-08-01,35.0,Azure_azuresdkforjava
2015-08-01,94.0,Azure_azuresdkfornet
2015-08-01,68.0,Azure_azuresdkforpython
2015-08-01,188.0,bitcoin_bitcoin
2015-08-01,451.0,ceph_ceph
2015-08-01,379.0,CleverRaven_CataclysmDDA
2015-08-01,709.0,cmssw_cmssw
2015-08-01,472.0,cockroachdb_cockroach
2015-08-01,3.0,cypressio_cypress
2015-08-01,24.0,darktableorg_darktable
2015-08-01,581.0,DefinitelyTyped_DefinitelyTyped
2015-08-01,101.0,directus_directus
2015-08-01,119.0,dotnet_aspnetcore
2015-08-01,74.0,dotnet_AspNetCore.Docs
2015-08-01,8.0,dotnet_docs
2015-08-01,298.0,dotnet_efcore
2015-08-01,893.0,dotnet_roslyn
